latitude,longitude,nkill
36.287615,4.129991,0
36.727778,3.553889,2
36.562222,3.594444,0
36.562222,3.594444,2
33.594013,73.069077,20
34.057114,44.218292,1
33.74324,44.623825,8
36.745632,3.830243,5
33.848618,44.522125,0
33.303566,44.371773,1
33.303566,44.371773,90
32.926684,69.920086,7
33.303566,44.371773,11
36.73914,3.901676,3
33.543086,9.970034,0
36.680349,4.208192,1
36.772659,5.958971,1
33.303566,44.371773,56
31.50547,74.34288,27
33.571807,44.536067,5
35.271023,43.458084,4
34.621521,43.668377,5
33.671638,73.056068,1
33.368418,6.867525,2
15.325443,44.211895,2
34.621521,43.668377,4
34.186336,45.126056,1
33.74324,44.623825,0
36.891243,4.123217,1
15.325443,44.211895,0
33.303566,44.371773,4
33.693947,45.067425,7
36.562222,3.594444,1
33.693947,45.067425,6
33.74324,44.623825,0
15.45639,45.324871,1
34.010471,44.148235,4
15.45639,45.324871,0
33.420948,43.295662,14
33.74324,44.623825,42
15.964205,48.78252,0
36.535577,3.834176,1
33.693947,45.067425,36
33.693947,45.067425,0
36.266667,2.75,9
33.303566,44.371773,1
36.727778,3.553889,0
33.744999,45.545616,2
12.825647,44.846416,0
36.737011,6.716271,1
36.740312,3.174597,0
36.740312,3.174597,1
34.347343,45.383274,5
36.562222,3.594444,2
36.562222,3.594444,10
36.66774,3.59115,2
34.023571,44.031361,4
33.773349,45.14945,0
35.210234,4.188366,3
36.845,4.573889,0
36.845,4.573889,2
36.526829,4.277452,2
41.106178,28.689863,6
36.79778,3.7175,0
36.501,3.77396,0
33.716995,44.679516,1
36.562222,3.594444,1
33.303566,44.371773,7
33.303566,44.371773,24
33.303566,44.371773,8
36.716365,4.049834,1
36.802253,3.565254,9
36.772659,5.958971,3
36.72398,3.670848,44
36.37489,3.902,12
36.37489,3.902,3
33.716995,44.679516,0
35.55,6.166667,7
36.74472,4.37222,0
22.734151,-12.467545,12
15.325443,44.211895,16
33.303566,44.371773,2
36.75,5.85,0
33.74324,44.623825,0
36.723166,3.914166,2
33.303566,44.371773,12
33.303566,44.371773,1
33.303566,44.371773,8
33.303566,44.371773,8
36.919552,3.891396,4
35.870833,2.028889,6
33.571743,44.536211,2
36.178248,5.458124,2
36.8,4.266667,1
15.325443,44.211895,1
36.8,4.266667,1
36.767596,3.7029,1
33.303566,44.371773,32
33.303566,44.371773,0
33.303566,44.371773,0
13.511596,2.125385,0
35.905778,0.774386,3
33.403057,43.911865,0
36.266667,2.216667,1
15.0408,2.705,1
35.407139,8.120864,7
36.673564,5.481713,9
33.31065,44.038208,34
34.347343,45.383274,1
34.96725,7.907657,1
15.914915,48.650745,7
34.96725,7.907657,4
35.1575,8.195556,2
15.325443,44.211895,1
34.485829,7.518017,1
34.271034,45.163567,16
36.522222,4.203056,2
36.893792,4.420652,1
33.303566,44.371773,6
33.303566,44.371773,10
33.303566,44.371773,2
33.303566,44.371773,4
33.303566,44.371773,12
33.303566,44.371773,12
33.303566,44.371773,12
33.303566,44.371773,7
36.742004,3.726194,0
33.74324,44.623825,0
36.786668,3.603268,2
36.79885,6.15721,0
