latitude,longitude,Attacktype,Weapontype,Deaths
14.54397,49.124579,Bombing/Explosion,Explosives,3
14.54397,49.124579,Bombing/Explosion,Explosives,1
13.129727,45.385572,Armed Assault,Firearms,2
12.849085,45.037275,Bombing/Explosion,Explosives,1
15.325444,44.211895,Assassination,Firearms,1
14.754606,46.51627,Bombing/Explosion,Explosives,0
13.148959,44.85055,Bombing/Explosion,Explosives,7
15.840202,48.454379,Bombing/Explosion,Explosives,3
34.621521,43.668375,Bombing/Explosion,Explosives,13
13.887403,45.863649,Bombing/Explosion,Explosives,3
33.100528,44.584493,Bombing/Explosion,Explosives,3
33.540671,44.251268,Bombing/Explosion,Explosives,2
33.540671,44.251268,Bombing/Explosion,Explosives,2
33.540671,44.251268,Bombing/Explosion,Explosives,2
33.540671,44.251268,Bombing/Explosion,Explosives,2
33.303567,44.371771,Bombing/Explosion,Explosives,2
32.533286,45.829453,Bombing/Explosion,Explosives,6
33.571807,44.536067,Bombing/Explosion,Explosives,1
34.274032,44.542537,Bombing/Explosion,Explosives,1
33.743239,44.623824,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,2
36.354146,43.143571,Bombing/Explosion,Explosives,1
35.993532,43.21973,Armed Assault,Firearms,0
33.693946,45.067425,Bombing/Explosion,Explosives,2
15.325444,44.211895,Bombing/Explosion,Explosives,0
13.148959,44.85055,Armed Assault,Firearms,2
13.206995,44.758297,Bombing/Explosion,Explosives,0
14.54397,49.124579,Armed Assault,Firearms,4
15.45639,45.324871,Hostage Taking (Kidnapping),Melee,3
15.325444,44.211895,Assassination,Firearms,1
16.930414,49.365315,Armed Assault,Firearms,0
14.75463,46.516262,Bombing/Explosion,Explosives,0
15.325444,44.211895,Assassination,Firearms,1
13.92892,46.079399,Bombing/Explosion,Explosives,4
36.767596,3.7029,Armed Assault,Firearms,2
13.3576,45.696479,Bombing/Explosion,Explosives,22
13.148959,44.85055,Armed Assault,Firearms,0
13.803955,44.777243,Armed Assault,Firearms,1
14.719534,44.247902,Armed Assault,Firearms,2
33.540671,44.251268,Bombing/Explosion,Explosives,5
33.303567,44.371771,Bombing/Explosion,Explosives,23
33.303567,44.371771,Bombing/Explosion,Explosives,7
33.303567,44.371771,Bombing/Explosion,Explosives,8
33.953165,44.921904,Unknown,Unknown,1
33.953165,44.921904,Unknown,Unknown,1
36.354146,43.143571,Armed Assault,Firearms,3
36.354146,43.143571,Armed Assault,Firearms,2
36.354146,43.143571,Bombing/Explosion,Explosives,0
34.881348,44.62513,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,0
36.354146,43.143571,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,1
33.303567,44.371771,Bombing/Explosion,Explosives,10
33.303567,44.371771,Bombing/Explosion,Explosives,
33.303567,44.371771,Bombing/Explosion,Explosives,
33.100528,44.584493,Bombing/Explosion,Explosives,1
33.100528,44.584493,Bombing/Explosion,Explosives,1
15.515888,45.449806,Bombing/Explosion,Explosives,0
15.940011,48.789753,Armed Assault,Firearms,1
17.489234,47.104438,Armed Assault,Firearms,2
33.540671,44.251268,Bombing/Explosion,Explosives,29
14.75463,46.516262,Bombing/Explosion,Explosives,0
13.887403,45.863649,Bombing/Explosion,Explosives,0
12.849085,45.037275,Bombing/Explosion,Explosives,0
35.452112,44.375464,Bombing/Explosion,Explosives,5
13.129727,45.385572,Bombing/Explosion,Explosives,5
16,48.5,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,3
12.849085,45.037275,Bombing/Explosion,Explosives,0
15.325444,44.211895,Assassination,Firearms,2
16,48.5,Hostage Taking (Kidnapping),Firearms,1
13.063399,44.880882,Assassination,Firearms,0
13.063399,44.880882,Armed Assault,Firearms,0
15.516118,45.459809,Assassination,Firearms,8
14.75463,46.516262,Bombing/Explosion,Explosives,0
15.325444,44.211895,Armed Assault,Firearms,0
14.54397,49.124579,Assassination,Firearms,1
33.303567,44.371771,Bombing/Explosion,Explosives,0
16.04081,48.342746,Bombing/Explosion,Explosives,0
15.19,46.733611,Bombing/Explosion,Explosives,0
14.769764,49.374266,Armed Assault,Firearms,1
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
14.54397,49.124579,Armed Assault,Firearms,1
32.777344,44.289352,Bombing/Explosion,Explosives,3
32.777344,44.289352,Bombing/Explosion,Explosives,2
32.777344,44.289352,Bombing/Explosion,Explosives,2
32.469239,44.416638,Bombing/Explosion,Explosives,2
33.303567,44.371771,Bombing/Explosion,Explosives,5
32.982932,44.361597,Bombing/Explosion,Explosives,0
32.469239,44.416638,Bombing/Explosion,Explosives,1
33.743239,44.623824,Armed Assault,Firearms,1
33.773349,45.14945,Bombing/Explosion,Explosives,4
35.452112,44.375464,Bombing/Explosion,Explosives,5
34.881348,44.62513,Bombing/Explosion,Explosives,0
33.848619,44.522125,Bombing/Explosion,Explosives,2
35.452112,44.375464,Bombing/Explosion,Explosives,4
35.452112,44.375464,Armed Assault,Firearms,2
33.303567,44.371771,Bombing/Explosion,Explosives,0
33.693946,45.067425,Bombing/Explosion,Explosives,0
34.208416,43.890713,Bombing/Explosion,Explosives,1
36.354146,43.143571,Armed Assault,Firearms,3
33.303567,44.371771,Armed Assault,Firearms,0
14.798176,45.717361,Bombing/Explosion,Explosives,0
16.930414,49.365315,Hostage Taking (Kidnapping),Firearms,
14.536389,46.833056,Bombing/Explosion,Explosives,0
14.062118,46.914975,Assassination,Firearms,1
33.349159,43.784197,Bombing/Explosion,Explosives,4
33.743239,44.623824,Bombing/Explosion,Explosives,2
36.354146,43.143571,Armed Assault,Firearms,1
33.349159,43.784197,Bombing/Explosion,Explosives,0
14.550455,44.397706,Assassination,Firearms,1
35.452112,44.375464,Bombing/Explosion,Explosives,18
35.452112,44.375464,Bombing/Explosion,Explosives,3
34.881348,44.62513,Bombing/Explosion,Explosives,5
33.303567,44.371771,Armed Assault,Firearms,3
33.325375,44.421896,Bombing/Explosion,Explosives,2
33.325375,44.421896,Armed Assault,Firearms,1
33.325375,44.421896,Bombing/Explosion,Explosives,0
34.621521,43.668375,Bombing/Explosion,Explosives,2
34.950795,43.494542,Bombing/Explosion,Explosives,
34.621521,43.668375,Armed Assault,Firearms,1
33.303567,44.371771,Bombing/Explosion,Explosives,0
35.326122,43.78081,Bombing/Explosion,Explosives,1
32.559835,41.919696,Bombing/Explosion,Explosives,0
33.835628,44.247406,Bombing/Explosion,Explosives,6
33.835628,44.247406,Bombing/Explosion,Explosives,5
32.625335,44.025134,Bombing/Explosion,Explosives,1
32.469239,44.416638,Bombing/Explosion,Explosives,5
33.303567,44.371771,Bombing/Explosion,Explosives,2
33.759156,45.155717,Bombing/Explosion,Explosives,1
33.759156,45.155717,Bombing/Explosion,Explosives,1
33.759156,45.155717,Bombing/Explosion,Explosives,1
35.326122,43.78081,Bombing/Explosion,Explosives,0
34.881348,44.62513,Armed Assault,Firearms,3
36.340001,43.13,Armed Assault,Firearms,3
33.303567,44.371771,Bombing/Explosion,Explosives,2
32.604392,44.007145,Bombing/Explosion,Explosives,
33.303567,44.371771,Armed Assault,Firearms,0
34.881348,44.62513,Bombing/Explosion,Explosives,43
13.985013,45.558478,Assassination,Explosives,1
15.449888,45.018687,Bombing/Explosion,Explosives,0
36.477758,3.756453,Armed Assault,Explosives,2
14.413989,44.837419,Bombing/Explosion,Explosives,7
14.413989,44.837419,Bombing/Explosion,Explosives,6
14.413989,44.837419,Armed Assault,Firearms,3
14.413989,44.837419,Bombing/Explosion,Explosives,0
13.3576,45.696479,Bombing/Explosion,Explosives,9
35.452112,44.375464,Bombing/Explosion,Explosives,36
35.452112,44.375464,Armed Assault,Firearms,4
33.540671,44.251268,Bombing/Explosion,Explosives,5
12.849085,45.037275,Bombing/Explosion,Explosives,0
35.43811,7.146648,Hijacking,Firearms,
35.43811,7.146648,Bombing/Explosion,Explosives,2
14.427033,46.150619,Bombing/Explosion,Explosives,0
13.627303,46.059752,Bombing/Explosion,Explosives,0
33.743239,44.623824,Assassination,Explosives,1
13.219397,45.307839,Bombing/Explosion,Explosives,0
14.716448,44.245849,Bombing/Explosion,Explosives,0
36.376825,42.448876,Assassination,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,3
33.303567,44.371771,Bombing/Explosion,Explosives,3
33.303567,44.371771,Bombing/Explosion,Explosives,3
33.743239,44.623824,Bombing/Explosion,Explosives,3
14.365944,45.450998,Assassination,Firearms,2
33.573487,44.547426,Bombing/Explosion,Explosives,4
15.449888,45.018687,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,10
33.303567,44.371771,Bombing/Explosion,Explosives,9
31.989581,44.923774,Bombing/Explosion,Explosives,5
36.354146,43.143571,Bombing/Explosion,Explosives,6
33.036022,40.288159,Bombing/Explosion,Explosives,57
13.887403,45.863649,Bombing/Explosion,Explosives,13
13.887403,45.863649,Bombing/Explosion,Explosives,13
13.887403,45.863649,Bombing/Explosion,Explosives,1
13.634341,46.056321,Unknown,Unknown,0
33.303567,44.371771,Bombing/Explosion,Explosives,8
33.303567,44.371771,Bombing/Explosion,Explosives,8
33.303567,44.371771,Bombing/Explosion,Explosives,8
33.303567,44.371771,Bombing/Explosion,Explosives,8
36.229574,42.236244,Assassination,Firearms,2
34.533753,43.483738,Armed Assault,Firearms,9
33.303567,44.371771,Bombing/Explosion,Explosives,4
33.303567,44.371771,Bombing/Explosion,Explosives,7
33.303567,44.371771,Bombing/Explosion,Explosives,6
33.303567,44.371771,Bombing/Explosion,Explosives,2
33.303567,44.371771,Bombing/Explosion,Explosives,3
33.303567,44.371771,Bombing/Explosion,Explosives,2
36.354146,43.143571,Bombing/Explosion,Explosives,4
32.887157,44.341636,Bombing/Explosion,Explosives,3
33.303567,44.371771,Bombing/Explosion,Explosives,5
33.460821,44.157432,Bombing/Explosion,Explosives,2
33.548307,44.415735,Bombing/Explosion,Explosives,4
33.66969,44.381316,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,5
33.057992,44.354838,Bombing/Explosion,Explosives,5
33.303567,44.371771,Bombing/Explosion,Explosives,1
32.887157,44.341636,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,1
33.693946,45.067425,Bombing/Explosion,Explosives,6
33.303567,44.371771,Bombing/Explosion,Explosives,0
33.303567,44.371771,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
13.966953,44.002257,Bombing/Explosion,Explosives,0
13.560833,46.156389,Armed Assault,Firearms,
13.92892,46.079399,Hostage Taking (Kidnapping),Firearms,
15.325444,44.211895,Armed Assault,Firearms,0
13.560833,46.156389,Armed Assault,Explosives,2
16.757752,-2.999362,Bombing/Explosion,Explosives,1
16.757752,-2.999362,Bombing/Explosion,Explosives,26
32.559761,41.919646,Hostage Taking (Kidnapping),Firearms,3
36.053486,2.937574,Armed Assault,Firearms,1
36.053486,2.937574,Bombing/Explosion,Explosives,0
13.634341,46.056321,Bombing/Explosion,Explosives,0
33.743239,44.623824,Bombing/Explosion,Explosives,23
18.442702,1.411332,Bombing/Explosion,Explosives,4
16.920195,49.370842,Armed Assault,Firearms,1
13.063399,44.880882,Bombing/Explosion,Explosives,0
14.54397,49.124579,Armed Assault,Firearms,1
13.640649,46.057005,Armed Assault,Firearms,2
32.838048,13.182591,Bombing/Explosion,Explosives,0
14.43,44.84,Armed Assault,Firearms,12
16.909684,49.403801,Bombing/Explosion,Explosives,0
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
14.54397,49.124579,Assassination,Firearms,1
14.426534,44.84359,Armed Assault,Firearms,5
13.985013,45.558478,Armed Assault,Firearms,1
14.753635,46.515684,Bombing/Explosion,Explosives,0
36.165874,1.332239,Bombing/Explosion,Explosives,0
13.148959,44.85055,Armed Assault,Firearms,3
13.148959,44.85055,Armed Assault,Firearms,1
14.54397,49.124579,Assassination,Firearms,1
14.324183,45.437298,Armed Assault,Firearms,5
16.920195,49.360771,Bombing/Explosion,Explosives,2
15.890018,48.430252,Assassination,Firearms,1
13.586484,44.024105,Hostage Taking (Kidnapping),Unknown,1
14.54397,49.124579,Bombing/Explosion,Explosives,0
15.940011,48.789753,Assassination,Firearms,1
13.980025,48.189154,Bombing/Explosion,Explosives,1
13.980025,48.189154,Armed Assault,Firearms,0
18.442702,1.411332,Bombing/Explosion,Explosives,1
15.325444,44.211895,Hostage Taking (Kidnapping),Unknown,0
14.54397,49.124579,Armed Assault,Firearms,1
15.940011,48.789753,Assassination,Firearms,1
36.534743,3.681965,Bombing/Explosion,Explosives,2
13.148959,44.85055,Armed Assault,Firearms,1
36.735554,3.971022,Bombing/Explosion,Explosives,0
12.849085,45.037275,Assassination,Firearms,1
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
15.325444,44.211895,Assassination,Explosives,0
,,Hostage Taking (Kidnapping),Unknown,1
12.849085,45.037275,Armed Assault,Firearms,1
15.325444,44.211895,Armed Assault,Firearms,1
14.370834,45.452757,Armed Assault,Firearms,1
15.517205,45.460567,Bombing/Explosion,Explosives,0
13.518333,44.866111,Armed Assault,Firearms,4
13.634341,46.056321,Bombing/Explosion,Explosives,4
14.753635,46.515255,Armed Assault,Explosives,5
12.849085,45.037275,Assassination,Firearms,2
15.914915,48.650744,Bombing/Explosion,Explosives,3
15.325444,44.211895,Assassination,Unknown,1
15.325444,44.211895,Bombing/Explosion,Explosives,6
13.634341,46.056321,Bombing/Explosion,Explosives,0
13.148959,44.85055,Assassination,Firearms,1
13.634341,46.056321,Armed Assault,Firearms,0
13.340718,45.297109,Armed Assault,Firearms,3
13.861944,45.201389,Armed Assault,Firearms,5
13.063399,44.880882,Armed Assault,Firearms,1
15.840202,48.454379,Armed Assault,Firearms,1
13.586484,44.024105,Assassination,Firearms,1
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
12.836719,44.922063,Bombing/Explosion,Explosives,0
13.887403,45.863649,Bombing/Explosion,Explosives,0
13.634341,46.056321,Assassination,Firearms,2
15.940011,48.789753,Bombing/Explosion,Explosives,0
15.840202,48.454379,Armed Assault,Firearms,2
13.148959,44.85055,Armed Assault,Firearms,0
15.325444,44.211895,Hostage Taking (Kidnapping),Unknown,1
14.326655,47.447214,Bombing/Explosion,Explosives,39
14.279772,47.575337,Hostage Taking (Kidnapping),Firearms,8
14.326655,47.447214,Bombing/Explosion,Explosives,11
14.05,47.9,Bombing/Explosion,Explosives,1
15.51204,45.449935,Armed Assault,Firearms,8
15.325444,44.211895,Assassination,Firearms,1
15.325444,44.211895,Assassination,Firearms,1
14.536389,46.833056,Assassination,Explosives,2
15.942513,48.782017,Assassination,Firearms,1
16.757752,-2.999362,Bombing/Explosion,Explosives,4
13.586484,44.024105,Armed Assault,Firearms,1
14.54397,49.124579,Hostage Taking (Barricade Incident),Explosives,5
14.09998,48.717017,Armed Assault,Firearms,4
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,1
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
14.413989,44.837419,Hostage Taking (Kidnapping),Firearms,4
24.891116,67.143312,Armed Assault,Firearms,2
14.54397,49.124579,Assassination,Firearms,1
13.148959,44.85055,Bombing/Explosion,Explosives,1
13.063399,44.880882,Armed Assault,Firearms,3
14.769764,49.374266,Armed Assault,Firearms,1
13.634345,46.057038,Armed Assault,Firearms,1
13.96294,45.465015,Unknown,Unknown,0
14.360191,45.444517,Unknown,Unknown,8
14.413989,44.837419,Unknown,Unknown,0
13.634341,46.056321,Armed Assault,Firearms,
13.51633,46.711048,Bombing/Explosion,Explosives,8
14.769764,49.374266,Assassination,Firearms,2
16.909684,49.403801,Bombing/Explosion,Explosives,0
14.536555,46.833254,Unknown,Unknown,0
15.325444,44.211895,Assassination,Firearms,1
12.849085,45.037275,Armed Assault,Explosives,0
13.51633,46.711048,Armed Assault,Firearms,3
18.442702,1.411332,Hostage Taking (Kidnapping),Melee,2
13.850725,46.201563,Armed Assault,Firearms,4
12.849085,45.037275,Bombing/Explosion,Explosives,0
14.268147,46.909001,Bombing/Explosion,Explosives,0
13.850969,46.203859,Armed Assault,Explosives,
13.980025,48.189154,Armed Assault,Explosives,8
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.941039,48.780092,Armed Assault,Firearms,4
15.325444,44.211895,Armed Assault,Firearms,1
15.940011,48.789753,Armed Assault,Firearms,9
14.794989,44.294665,Hostage Taking (Kidnapping),Unknown,0
15.325444,44.211895,Bombing/Explosion,Explosives,68
13.586484,44.024105,Armed Assault,Firearms,1
14.358866,45.449806,Assassination,Firearms,1
15.1703,46.0274,Bombing/Explosion,Explosives,0
16.930414,49.365315,Armed Assault,Firearms,2
14.358866,45.449806,Assassination,Explosives,1
15.325444,44.211895,Unknown,Unknown,1
16.914939,49.366207,Armed Assault,Firearms,4
14.358866,45.449806,Assassination,Firearms,1
12.849085,45.037275,Bombing/Explosion,Explosives,1
12.849085,45.037275,Bombing/Explosion,Explosives,0
12.849085,45.037275,Bombing/Explosion,Explosives,0
12.849085,45.037275,Assassination,Firearms,1
14.762731,49.605729,Armed Assault,Explosives,4
17.088291,49.403801,Assassination,Firearms,1
14.413989,44.837419,Hostage Taking (Kidnapping),Firearms,4
14.413989,44.837419,Bombing/Explosion,Explosives,1
14.33094,44.887487,Armed Assault,Explosives,8
15.11806,48.33139,Assassination,Firearms,1
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
13.990227,48.18108,Armed Assault,Firearms,4
12.849085,45.037275,Assassination,Firearms,1
32.838048,13.182591,Armed Assault,Firearms,0
15.325444,44.211895,Assassination,Explosives,1
15.325444,44.211895,Bombing/Explosion,Explosives,13
12.849085,45.037275,Armed Assault,Firearms,0
16.930414,49.365315,Hostage Taking (Kidnapping),Unknown,0
15.325444,44.211895,Bombing/Explosion,Explosives,2
14.769764,49.374266,Armed Assault,Firearms,1
13.647127,46.099982,Armed Assault,Explosives,0
14.536231,46.834175,Assassination,Firearms,1
14.325599,45.430784,Armed Assault,Firearms,2
14.745667,46.55139,Bombing/Explosion,Explosives,0
14.769764,49.374266,Bombing/Explosion,Explosives,1
14.263454,47.575022,Armed Assault,Explosives,3
14.751362,45.688132,Armed Assault,Explosives,3
13.883333,45.866667,Unknown,Unknown,4
13.990227,48.18108,Assassination,Firearms,2
15.325444,44.211895,Assassination,Firearms,1
14.762731,49.605729,Hostage Taking (Kidnapping),Firearms,1
13.887403,45.863649,Bombing/Explosion,Explosives,6
13.519842,46.714822,Armed Assault,Explosives,0
16.627672,47.164875,Hijacking,Firearms,0
13.752071,46.519192,Bombing/Explosion,Explosives,0
13.990227,48.18108,Unknown,Unknown,0
16.821774,49.425954,Bombing/Explosion,Explosives,2
18.442702,1.411332,Bombing/Explosion,Explosives,0
13.05966,44.88462,Bombing/Explosion,Explosives,2
14.52073,49.15211,Armed Assault,Firearms,4
14.881758,49.146743,Bombing/Explosion,Explosives,21
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
12.86714,44.983957,Bombing/Explosion,Explosives,0
13.519842,46.714822,Unknown,Unknown,3
13.129727,45.385572,Armed Assault,Firearms,2
14.536389,46.833056,Hostage Taking (Kidnapping),Firearms,
14.000416,43.467974,Bombing/Explosion,Explosives,4
12.849085,45.037275,Bombing/Explosion,Explosives,11
15.338147,48.454428,Bombing/Explosion,Explosives,8
18.442702,1.411332,Bombing/Explosion,Explosives,0
18.442702,1.411332,Bombing/Explosion,Explosives,0
14.362981,48.982171,Hostage Taking (Kidnapping),Explosives,5
14.54397,49.124579,Facility/Infrastructure Attack,Firearms,0
14.061389,45.490833,Armed Assault,Firearms,1
16.05,49,Hostage Taking (Kidnapping),Firearms,1
20.252065,0.981526,Bombing/Explosion,Explosives,0
16.050223,49.000389,Armed Assault,Firearms,1
15.325444,44.211895,Armed Assault,Firearms,1
13.985013,45.558478,Armed Assault,Firearms,1
15.940011,48.789753,Armed Assault,Firearms,1
15.325444,44.211895,Bombing/Explosion,Explosives,0
36.518291,4.239624,Armed Assault,Firearms,11
15.448232,44.219215,Armed Assault,Firearms,1
15.325444,44.211895,Armed Assault,Firearms,2
15.325444,44.211895,Assassination,Firearms,0
15.325444,44.211895,Assassination,Firearms,2
15.177421,44.184207,Assassination,Firearms,2
15.914915,48.650744,Armed Assault,Explosives,2
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,2
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,0
14.33,46.872778,Hostage Taking (Kidnapping),Explosives,12
13.970996,46.456956,Bombing/Explosion,Explosives,
14.324062,45.498185,Assassination,Firearms,10
14.326655,47.447214,Unknown,Unknown,8
12.86714,44.983957,Assassination,Firearms,1
18.442702,1.411332,Armed Assault,Firearms,1
14.54397,49.124579,Bombing/Explosion,Explosives,1
14.665977,47.143753,Bombing/Explosion,Explosives,
14.881843,46.749953,Unknown,Unknown,0
14.881843,46.749953,Unknown,Unknown,0
14.881843,46.749953,Unknown,Unknown,0
13.985013,45.558478,Bombing/Explosion,Explosives,0
15.325444,44.211895,Armed Assault,Firearms,1
15.325444,44.211895,Armed Assault,Firearms,1
15.325444,44.211895,Bombing/Explosion,Explosives,0
13.148959,44.85055,Armed Assault,Firearms,3
14.881843,46.749953,Unknown,Unknown,0
15.325444,44.211895,Hostage Taking (Kidnapping),Firearms,8
14.060864,46.915799,Assassination,Firearms,
15.325444,44.211895,Bombing/Explosion,Explosives,0
14.279772,47.575337,Bombing/Explosion,Explosives,1
14.105556,45.448056,Bombing/Explosion,Explosives,6
12.849085,45.037275,Bombing/Explosion,Explosives,0
14.75463,46.516262,Hostage Taking (Kidnapping),Unknown,
15.325444,44.211895,Armed Assault,Firearms,4
14.533333,49.133333,Bombing/Explosion,Explosives,12
14.75463,46.516262,Armed Assault,Firearms,1
13.985013,45.558478,Armed Assault,Firearms,3
14.326655,47.447214,Armed Assault,Firearms,10
14.794084,46.517783,Armed Assault,Firearms,8
15.25,46.95,Armed Assault,Firearms,7
14.762731,49.605729,Armed Assault,Firearms,2
14.413989,44.837419,Assassination,Firearms,1
14.483333,46.416667,Armed Assault,Firearms,4
14.708049,46.384954,Bombing/Explosion,Explosives,4
16.033225,44.766555,Bombing/Explosion,Explosives,4
14.483333,46.416667,Bombing/Explosion,Explosives,5
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,3
15.940011,48.789753,Bombing/Explosion,Explosives,4
14.54397,49.124579,Armed Assault,Firearms,2
14.756594,45.731583,Bombing/Explosion,Explosives,0
35.166361,8.833522,Armed Assault,Firearms,4
14.533328,49.133252,Armed Assault,Firearms,2
13.04967,44.883064,Assassination,Firearms,1
14.800556,45.718889,Armed Assault,Explosives,11
15.840202,48.454379,Armed Assault,Firearms,2
13.969167,43.996667,Unknown,Unknown,1
14.550006,44.401665,Hostage Taking (Kidnapping),Firearms,
13.063399,44.880882,Bombing/Explosion,Explosives,1
15.515888,45.449806,Bombing/Explosion,Explosives,0
15.46591,45.293941,Bombing/Explosion,Explosives,0
15.46591,45.293941,Bombing/Explosion,Explosives,0
15.46591,45.293941,Bombing/Explosion,Explosives,0
14.536183,46.833056,Bombing/Explosion,Explosives,0
14.062312,46.918716,Bombing/Explosion,Explosives,6
13.88331,45.866682,Assassination,Explosives,0
12.86714,44.983957,Armed Assault,Firearms,8
15.325444,44.211895,Assassination,Firearms,1
14.227044,44.585492,Hijacking,Firearms,
15.325444,44.211895,Assassination,Firearms,1
14.762731,49.605729,Armed Assault,Firearms,1
14.762731,49.605729,Armed Assault,Firearms,1
36.856394,6.051944,Bombing/Explosion,Explosives,1
14.533289,49.133343,Assassination,Firearms,1
15.325444,44.211895,Assassination,Firearms,1
15.964205,48.78252,Bombing/Explosion,Explosives,3
15.964205,48.78252,Hostage Taking (Kidnapping),Firearms,9
15.964205,48.78252,Bombing/Explosion,Explosives,0
15.964205,48.78252,Armed Assault,Incendiary,9
15.840202,48.454379,Armed Assault,Firearms,5
16.416545,-3.666615,Bombing/Explosion,Explosives,1
14.358866,45.449806,Armed Assault,Firearms,2
13.586484,44.024105,Assassination,Firearms,1
16.934858,47.015416,Armed Assault,Explosives,1
14.358866,45.449806,Armed Assault,Explosives,2
15.940011,48.789753,Armed Assault,Firearms,0
17.057837,47.090457,Armed Assault,Explosives,6
17.489234,47.104438,Bombing/Explosion,Explosives,3
16.139008,47.831483,Armed Assault,Firearms,1
14.061524,46.914952,Armed Assault,Firearms,6
14.062118,46.914975,Armed Assault,Firearms,2
14.413989,44.837419,Armed Assault,Firearms,1
13.933333,46.083333,Unknown,Unknown,0
14.762731,49.605729,Assassination,Firearms,1
16.051672,49.002955,Armed Assault,Firearms,1
35.924803,6.695967,Bombing/Explosion,Explosives,7
14.283402,48.433456,Armed Assault,Firearms,1
15.840202,48.454379,Unknown,Unknown,1
14.327778,44.906407,Armed Assault,Firearms,2
14.223866,47.082782,Armed Assault,Firearms,3
32.838048,13.182591,Hostage Taking (Kidnapping),Unknown,
15.031944,45.828056,Bombing/Explosion,Explosives,0
13.063399,44.880882,Assassination,Firearms,1
16.050214,49.000045,Hostage Taking (Kidnapping),Unknown,
14.012778,45.566111,Armed Assault,Explosives,4
14.062118,46.914975,Bombing/Explosion,Explosives,4
14.062118,46.914975,Bombing/Explosion,Explosives,4
14.062118,46.914975,Bombing/Explosion,Explosives,4
13.702912,44.742819,Assassination,Explosives,0
13.882908,45.86904,Assassination,Firearms,1
14.538259,46.828594,Armed Assault,Firearms,4
13.063399,44.880882,Unknown,Unknown,0
15.840202,48.454379,Armed Assault,Firearms,6
15.914915,48.650744,Assassination,Firearms,0
14.354522,47.075779,Armed Assault,Explosives,5
14.413875,44.835632,Armed Assault,Firearms,3
15.966742,48.783333,Armed Assault,Firearms,20
15.966742,48.783333,Armed Assault,Firearms,7
15.840202,48.454379,Armed Assault,Firearms,7
15.839565,48.455301,Bombing/Explosion,Explosives,0
15.839565,48.455301,Bombing/Explosion,Explosives,0
15.966742,48.783333,Hostage Taking (Kidnapping),Firearms,14
13.139245,44.920768,Bombing/Explosion,Explosives,0
13.139245,44.920768,Armed Assault,Explosives,0
13.139245,44.920768,Armed Assault,Explosives,0
13.139245,44.920768,Armed Assault,Explosives,0
13.063399,44.880882,Armed Assault,Firearms,1
13.055403,44.862393,Bombing/Explosion,Explosives,8
14.54397,49.124579,Facility/Infrastructure Attack,Unknown,0
16.764902,49.255337,Unknown,Unknown,1
13.55139,46.968449,Unknown,Unknown,0
14.54397,49.124579,Bombing/Explosion,Explosives,3
14.54397,49.124579,Bombing/Explosion,Explosives,2
16.835608,-2.524205,Bombing/Explosion,Explosives,3
32.838048,13.182591,Bombing/Explosion,Explosives,
32.838048,13.182591,Bombing/Explosion,Explosives,1
13.629832,46.050444,Armed Assault,Firearms,3
14.244081,45.489462,Armed Assault,Firearms,2
15.9486,48.750902,Bombing/Explosion,Explosives,3
12.86714,44.983957,Assassination,Explosives,1
14.550455,44.397706,Assassination,Firearms,0
