latitude,longitude,Attacktype,Deaths,nkill,nkill2
18.442701,1.411332,Hostage Taking (Kidnapping),1,1,0.301029996
13.063399,44.880882,Assassination,1,1,0.301029996
13.129726,45.385571,Armed Assault,1,1,0.301029996
35.703845,4.572282,Bombing/Explosion,1,1,0.301029996
36.81694,3.85722,Armed Assault,1,1,0.301029996
13.887403,45.863647,Bombing/Explosion,13,13,1.146128036
16.615866,-7.254218,Bombing/Explosion,1,1,0.301029996
15.45639,45.324871,Armed Assault,0,0.5,0.176091259
36.767847,3.604741,Bombing/Explosion,3,3,0.602059991
13.129726,45.385571,Armed Assault,1,1,0.301029996
13.683741,46.081752,Armed Assault,3,3,0.602059991
13.932036,46.083254,Armed Assault,3,3,0.602059991
32.533287,45.829453,Bombing/Explosion,0,0.5,0.176091259
36.684583,4.665693,Bombing/Explosion,0,0.5,0.176091259
14.691211,46.933789,Bombing/Explosion,0,0.5,0.176091259
14.279772,47.575336,Bombing/Explosion,2,2,0.477121255
18.73694,7.38528,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.219398,45.307838,Assassination,0,0.5,0.176091259
13.887403,45.863647,Unknown,2,2,0.477121255
14.719504,46.868266,Unknown,2,2,0.477121255
14.208576,45.816908,Unknown,1,1,0.301029996
14.38252,47.399537,Unknown,6,6,0.84509804
15.325443,44.211895,Armed Assault,2,2,0.477121255
14.38252,47.399537,Bombing/Explosion,0,0.5,0.176091259
14.309823,46.937905,Armed Assault,3,3,0.602059991
35.567009,45.385494,Bombing/Explosion,1,1,0.301029996
36.762758,4.584531,Bombing/Explosion,5,5,0.77815125
13.683741,46.081752,Bombing/Explosion,0,0.5,0.176091259
14.54397,49.12458,Armed Assault,1,1,0.301029996
12.825647,44.846416,Bombing/Explosion,2,2,0.477121255
13.683741,46.081752,Bombing/Explosion,0,0.5,0.176091259
13.683741,46.081752,Assassination,1,1,0.301029996
13.932036,46.083254,Bombing/Explosion,2,2,0.477121255
13.129726,45.385571,Unknown,3,3,0.602059991
14.54397,49.12458,Assassination,1,1,0.301029996
36.724419,3.619247,Bombing/Explosion,1,1,0.301029996
52.829397,-1.332046,Bombing/Explosion,0,0.5,0.176091259
25.185573,55.303363,Bombing/Explosion,0,0.5,0.176091259
14.719504,46.868266,Bombing/Explosion,0,0.5,0.176091259
33.303566,44.371773,Bombing/Explosion,21,21,1.342422681
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
13.219398,45.307838,Unknown,3,3,0.602059991
13.702663,44.73357,Bombing/Explosion,2,2,0.477121255
16.249994,45.478097,Bombing/Explosion,16,16,1.230448921
16.249994,45.478097,Assassination,16,16,1.230448921
17.060139,43.599369,Bombing/Explosion,41,41,1.62324929
13.887403,45.863647,Bombing/Explosion,0,0.5,0.176091259
36.354145,43.14357,Armed Assault,1,1,0.301029996
13.129726,45.385571,Bombing/Explosion,5,5,0.77815125
13.129726,45.385571,Armed Assault,3,3,0.602059991
12.648483,-7.99414,Facility/Infrastructure Attack,0,0.5,0.176091259
13.511596,2.125385,Hostage Taking (Kidnapping),2,2,0.477121255
13.887403,45.863647,Bombing/Explosion,10,10,1.041392685
13.887403,45.863647,Assassination,4,4,0.698970004
14.326655,47.447216,Assassination,1,1,0.301029996
34.621521,43.668377,Bombing/Explosion,61,61,1.792391689
13.887403,45.863647,Armed Assault,1,1,0.301029996
15.45639,45.324871,Armed Assault,1,1,0.301029996
15.502404,45.449854,Unknown,1,1,0.301029996
18.079275,-15.965107,Assassination,0,0.5,0.176091259
15.325443,44.211895,Assassination,1,1,0.301029996
24.553989,9.484227,Hostage Taking (Kidnapping),0,0.5,0.176091259
17.866496,-14.658782,Armed Assault,1,1,0.301029996
13.88908,45.870951,Armed Assault,1,1,0.301029996
14.762732,49.605728,Assassination,1,1,0.301029996
15.964205,48.78252,Armed Assault,1,1,0.301029996
13.129726,45.385571,Armed Assault,1,1,0.301029996
14.54397,49.12458,Armed Assault,4,4,0.698970004
15.502404,45.449854,Armed Assault,6,6,0.84509804
13.219398,45.307838,Bombing/Explosion,110,110,2.045322979
34.621521,43.668377,Bombing/Explosion,68,68,1.838849091
33.303566,44.371773,Armed Assault,2,2,0.477121255
36.74704,4.370063,Armed Assault,14,14,1.176091259
13.129726,45.385571,Armed Assault,1,1,0.301029996
13.129726,45.385571,Armed Assault,0,0.5,0.176091259
12.825647,44.846416,Armed Assault,1,1,0.301029996
31.633333,-8,Bombing/Explosion,17,17,1.255272505
13.129726,45.385571,Armed Assault,3,3,0.602059991
36.814496,3.861964,Armed Assault,1,1,0.301029996
15.45639,45.324871,Bombing/Explosion,4,4,0.698970004
14.413989,44.837418,Armed Assault,6,6,0.84509804
13.683741,46.081752,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.129726,45.385571,Armed Assault,1,1,0.301029996
32.31863,10.395596,Bombing/Explosion,0,0.5,0.176091259
14.54397,49.12458,Armed Assault,3,3,0.602059991
35.651733,9.055869,Armed Assault,4,4,0.698970004
14.326655,47.447216,Armed Assault,0,0.5,0.176091259
15.325443,44.211895,Assassination,7,7,0.903089987
13.129726,45.385571,Unknown,10,10,1.041392685
12.825647,44.846416,Armed Assault,0,0.5,0.176091259
13.129726,45.385571,Armed Assault,15,15,1.204119983
18.739003,7.389477,Armed Assault,2,2,0.477121255
13.219398,45.307838,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.063399,44.880882,Armed Assault,3,3,0.602059991
12.825647,44.846416,Assassination,1,1,0.301029996
13.129726,45.385571,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.129726,45.385571,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.129726,45.385571,Armed Assault,19,19,1.301029996
36.714164,4.050111,Armed Assault,2,2,0.477121255
18.673703,-7.092877,Armed Assault,0,0.5,0.176091259
13.887403,45.863647,Armed Assault,10,10,1.041392685
13.129726,45.385571,Unknown,3,3,0.602059991
13.683741,46.081752,Facility/Infrastructure Attack,0,0.5,0.176091259
36.741667,3.723056,Bombing/Explosion,,0.5,0.176091259
12.825647,44.846416,Bombing/Explosion,1,1,0.301029996
12.825647,44.846416,Bombing/Explosion,6,6,0.84509804
13.129726,45.385571,Unknown,12,12,1.113943352
31.50547,74.34288,Hostage Taking (Kidnapping),1,1,0.301029996
16.199874,44.408998,Bombing/Explosion,14,14,1.176091259
34.271034,45.163567,Bombing/Explosion,1,1,0.301029996
36.714164,4.050111,Armed Assault,2,2,0.477121255
13.357599,45.69648,Unknown,0,0.5,0.176091259
13.932036,46.083254,Bombing/Explosion,5,5,0.77815125
13.129726,45.385571,Bombing/Explosion,10,10,1.041392685
13.683741,46.081752,Unknown,14,14,1.176091259
13.357599,45.69648,Bombing/Explosion,0,0.5,0.176091259
34.125729,45.003342,Armed Assault,1,1,0.301029996
13.129726,45.385571,Bombing/Explosion,8,8,0.954242509
13.683741,46.081752,Unknown,36,36,1.568201724
13.129726,45.385571,Armed Assault,18,18,1.278753601
13.129726,45.385571,Facility/Infrastructure Attack,10,10,1.041392685
14.719504,46.868266,Unknown,,0.5,0.176091259
13.129726,45.385571,Bombing/Explosion,2,2,0.477121255
13.129726,45.385571,Bombing/Explosion,6,6,0.84509804
12.825647,44.846416,Armed Assault,1,1,0.301029996
32.468191,44.550194,Bombing/Explosion,5,5,0.77815125
13.129726,45.385571,Armed Assault,1,1,0.301029996
12.870799,45.046499,Bombing/Explosion,0,0.5,0.176091259
13.219398,45.307838,Armed Assault,1,1,0.301029996
32.604393,44.007145,Bombing/Explosion,3,3,0.602059991
32.604393,44.007145,Bombing/Explosion,3,3,0.602059991
32.604393,44.007145,Bombing/Explosion,3,3,0.602059991
13.129726,45.385571,Armed Assault,4,4,0.698970004
12.825647,44.846416,Assassination,1,1,0.301029996
33.716995,44.679516,Hostage Taking (Kidnapping),1,1,0.301029996
33.864799,42.536385,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.063399,44.880882,Assassination,1,1,0.301029996
36.714164,4.050111,Bombing/Explosion,0,0.5,0.176091259
12.825647,44.846416,Bombing/Explosion,0,0.5,0.176091259
12.825647,44.846416,Assassination,1,1,0.301029996
14.54397,49.12458,Armed Assault,2,2,0.477121255
33.953167,44.921906,Armed Assault,1,1,0.301029996
13.219398,45.307838,Unarmed Assault,0,0.5,0.176091259
12.825647,44.846416,Assassination,1,1,0.301029996
14.54397,49.12458,Assassination,1,1,0.301029996
33.813793,44.657238,Bombing/Explosion,0,0.5,0.176091259
13.932036,46.083254,Bombing/Explosion,2,2,0.477121255
15.286179,-1.702154,Hostage Taking (Kidnapping),1,1,0.301029996
16.77532,-3.008265,Hostage Taking (Kidnapping),1,1,0.301029996
34.208416,43.890713,Armed Assault,5,5,0.77815125
12.870799,45.046499,Assassination,2,2,0.477121255
14.769764,49.374268,Armed Assault,1,1,0.301029996
13.129726,45.385571,Bombing/Explosion,5,5,0.77815125
14.719504,46.868266,Assassination,1,1,0.301029996
13.129726,45.385571,Armed Assault,10,10,1.041392685
15.413965,45.95049,Bombing/Explosion,0,0.5,0.176091259
13.178143,44.632399,Armed Assault,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.303566,44.371773,Bombing/Explosion,3,3,0.602059991
33.303566,44.371773,Bombing/Explosion,5,5,0.77815125
33.303566,44.371773,Bombing/Explosion,7,7,0.903089987
33.303566,44.371773,Bombing/Explosion,18,18,1.278753601
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.303566,44.371773,Bombing/Explosion,0,0.5,0.176091259
33.303566,44.371773,Bombing/Explosion,3,3,0.602059991
33.303566,44.371773,Bombing/Explosion,4,4,0.698970004
33.303566,44.371773,Bombing/Explosion,2,2,0.477121255
33.848618,44.522125,Unknown,5,5,0.77815125
33.303566,44.371773,Bombing/Explosion,0,0.5,0.176091259
33.303566,44.371773,Bombing/Explosion,1,1,0.301029996
33.515244,36.292084,Bombing/Explosion,23,23,1.380211242
33.515244,36.292084,Bombing/Explosion,23,23,1.380211242
33.571807,44.536067,Armed Assault,5,5,0.77815125
36.835434,3.688386,Bombing/Explosion,0,0.5,0.176091259
12.849085,45.037275,Armed Assault,1,1,0.301029996
13.3576,45.696479,Armed Assault,2,2,0.477121255
34.840833,6.041389,Hostage Taking (Kidnapping),0,0.5,0.176091259
12.849085,45.037275,Assassination,0,0.5,0.176091259
12.849085,45.037275,Armed Assault,3,3,0.602059991
14.550455,44.397706,Armed Assault,1,1,0.301029996
33.303567,44.371771,Assassination,1,1,0.301029996
11.974328,8.500261,Hostage Taking (Kidnapping),1,1,0.301029996
16.930414,49.365315,Assassination,1,1,0.301029996
13.129727,45.385572,Bombing/Explosion,5,5,0.77815125
14.931029,45.503647,Armed Assault,3,3,0.602059991
13.063399,44.880882,Armed Assault,2,2,0.477121255
13.985013,45.558478,Assassination,1,1,0.301029996
12.783454,45.033404,Bombing/Explosion,0,0.5,0.176091259
13.985013,45.558478,Assassination,5,5,0.77815125
15.515888,45.449806,Bombing/Explosion,1,1,0.301029996
13.129727,45.385572,Armed Assault,0,0.5,0.176091259
33.303567,44.371771,Bombing/Explosion,16,16,1.230448921
33.743239,44.623824,Armed Assault,4,4,0.698970004
33.271403,44.493661,Bombing/Explosion,1,1,0.301029996
33.303567,44.371771,Armed Assault,6,6,0.84509804
33.271403,44.493661,Bombing/Explosion,2,2,0.477121255
33.303567,44.371771,Bombing/Explosion,6,6,0.84509804
34.010473,44.148235,Bombing/Explosion,7,7,0.903089987
34.950795,43.494542,Bombing/Explosion,3,3,0.602059991
33.835628,44.247406,Bombing/Explosion,1,1,0.301029996
34.881348,44.62513,Bombing/Explosion,0,0.5,0.176091259
34.533753,43.483738,Armed Assault,2,2,0.477121255
33.743239,44.623824,Bombing/Explosion,3,3,0.602059991
34.271035,45.163568,Bombing/Explosion,3,3,0.602059991
32.777344,44.289352,Bombing/Explosion,1,1,0.301029996
35.452112,44.375464,Bombing/Explosion,0,0.5,0.176091259
35.452112,44.375464,Bombing/Explosion,0,0.5,0.176091259
36.354146,43.143571,Armed Assault,1,1,0.301029996
36.354146,43.143571,Bombing/Explosion,1,1,0.301029996
33.271403,44.493661,Bombing/Explosion,1,1,0.301029996
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
33.540671,44.251268,Bombing/Explosion,0,0.5,0.176091259
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
32.469239,44.416638,Bombing/Explosion,1,1,0.301029996
32.54855,44.545441,Bombing/Explosion,1,1,0.301029996
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
33.100528,44.584493,Bombing/Explosion,0,0.5,0.176091259
36.354146,43.143571,Bombing/Explosion,0,0.5,0.176091259
36.354146,43.143571,Bombing/Explosion,0,0.5,0.176091259
33.693946,45.067425,Bombing/Explosion,0,0.5,0.176091259
35.244444,43.893056,Bombing/Explosion,0,0.5,0.176091259
35.244444,43.893056,Bombing/Explosion,0,0.5,0.176091259
33.743239,44.623824,Bombing/Explosion,1,1,0.301029996
33.743239,44.623824,Bombing/Explosion,2,2,0.477121255
33.303567,44.371771,Unknown,2,2,0.477121255
14.54397,49.124579,Bombing/Explosion,31,31,1.505149978
13.634341,46.056321,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.3576,45.696479,Hostage Taking (Kidnapping),0,0.5,0.176091259
12.849085,45.037275,Armed Assault,0,0.5,0.176091259
13.985013,45.558478,Bombing/Explosion,3,3,0.602059991
14.54397,49.124579,Bombing/Explosion,1,1,0.301029996
14.54397,49.124579,Bombing/Explosion,0,0.5,0.176091259
13.129727,45.385572,Hostage Taking (Kidnapping),210,210,2.324282455
13.129727,45.385572,Bombing/Explosion,22,22,1.361727836
13.129727,45.385572,Bombing/Explosion,5,5,0.77815125
15.914915,48.650744,Armed Assault,1,1,0.301029996
15.325444,44.211895,Bombing/Explosion,0,0.5,0.176091259
34.160588,42.37254,Assassination,2,2,0.477121255
34.160588,42.37254,Armed Assault,14,14,1.176091259
34.160588,42.37254,Assassination,2,2,0.477121255
34.160588,42.37254,Armed Assault,14,14,1.176091259
13.985013,45.558478,Armed Assault,1,1,0.301029996
12.849057,44.972015,Bombing/Explosion,0,0.5,0.176091259
14.536389,46.833056,Armed Assault,1,1,0.301029996
36.373718,42.451778,Bombing/Explosion,7,7,0.903089987
36.373718,42.451778,Bombing/Explosion,8,8,0.954242509
12.849085,45.037275,Bombing/Explosion,0,0.5,0.176091259
13.928919,46.079398,Bombing/Explosion,3,3,0.602059991
12.825748,44.79438,Bombing/Explosion,0,0.5,0.176091259
13.928919,46.079398,Bombing/Explosion,2,2,0.477121255
13.985013,45.558478,Bombing/Explosion,7,7,0.903089987
12.849085,45.037275,Bombing/Explosion,0,0.5,0.176091259
14.781294,42.972851,Hostage Taking (Kidnapping),0,0.5,0.176091259
12.849085,45.037275,Bombing/Explosion,1,1,0.301029996
12.849085,45.037275,Bombing/Explosion,1,1,0.301029996
12.849085,45.037275,Bombing/Explosion,0,0.5,0.176091259
12.849085,45.037275,Armed Assault,0,0.5,0.176091259
13.586484,44.024105,Armed Assault,1,1,0.301029996
33.743239,44.623824,Armed Assault,1,1,0.301029996
33.303567,44.371771,Bombing/Explosion,3,3,0.602059991
32.604392,44.007145,Bombing/Explosion,7,7,0.903089987
35.452112,44.375464,Bombing/Explosion,7,7,0.903089987
35.452112,44.375464,Bombing/Explosion,6,6,0.84509804
32.469239,44.416638,Bombing/Explosion,3,3,0.602059991
33.303567,44.371771,Armed Assault,3,3,0.602059991
33.420949,43.295662,Bombing/Explosion,2,2,0.477121255
34.208416,43.890713,Bombing/Explosion,0,0.5,0.176091259
34.950795,43.494542,Bombing/Explosion,0,0.5,0.176091259
35.137008,44.446641,Bombing/Explosion,6,6,0.84509804
34.057113,44.218291,Bombing/Explosion,0,0.5,0.176091259
33.303567,44.371771,Bombing/Explosion,6,6,0.84509804
33.349159,43.784197,Bombing/Explosion,1,1,0.301029996
34.621521,43.668375,Bombing/Explosion,0,0.5,0.176091259
32.469239,44.416638,Bombing/Explosion,1,1,0.301029996
32.604392,44.007145,Bombing/Explosion,6,6,0.84509804
33.057992,44.354838,Bombing/Explosion,3,3,0.602059991
14.54397,49.124579,Hostage Taking (Kidnapping),1,1,0.301029996
16.930414,49.365315,Armed Assault,3,3,0.602059991
13.063399,44.880882,Armed Assault,1,1,0.301029996
12.849085,45.037275,Hostage Taking (Kidnapping),0,0.5,0.176091259
14.75463,46.516262,Bombing/Explosion,0,0.5,0.176091259
12.849085,45.037275,Armed Assault,0,0.5,0.176091259
12.825748,44.79438,Armed Assault,2,2,0.477121255
12.849085,45.037275,Armed Assault,29,29,1.477121255
13.148959,44.85055,Assassination,0,0.5,0.176091259
13.702664,44.733569,Armed Assault,1,1,0.301029996
13.702664,44.733569,Armed Assault,3,3,0.602059991
15.914915,48.650744,Armed Assault,7,7,0.903089987
12.849085,45.037275,Bombing/Explosion,0,0.5,0.176091259
13.990227,48.18108,Bombing/Explosion,0,0.5,0.176091259
12.86714,44.983957,Bombing/Explosion,2,2,0.477121255
13.985013,45.558478,Bombing/Explosion,1,1,0.301029996
13.56966,44.014629,Assassination,1,1,0.301029996
13.883333,45.866667,Armed Assault,57,57,1.763427994
14.288558,46.856585,Bombing/Explosion,0,0.5,0.176091259
15.515888,45.449806,Armed Assault,8,8,0.954242509
14.413989,44.837419,Armed Assault,1,1,0.301029996
13.92892,46.079399,Unknown,3,3,0.602059991
16.930414,49.365315,Unknown,8,8,0.954242509
12.8,45.033333,Armed Assault,12,12,1.113943352
15.219678,48.983316,Hostage Taking (Kidnapping),,0.5,0.176091259
15.840202,48.454379,Bombing/Explosion,3,3,0.602059991
13.883333,45.866667,Bombing/Explosion,5,5,0.77815125
13.887403,45.863649,Armed Assault,8,8,0.954242509
13.943889,45.673611,Bombing/Explosion,6,6,0.84509804
12.8,45.033333,Bombing/Explosion,1,1,0.301029996
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
34.208416,43.890713,Bombing/Explosion,2,2,0.477121255
34.208416,43.890713,Bombing/Explosion,2,2,0.477121255
33.66969,44.381316,Bombing/Explosion,2,2,0.477121255
33.743239,44.623824,Bombing/Explosion,2,2,0.477121255
35.452112,44.375464,Bombing/Explosion,4,4,0.698970004
35.672931,44.070145,Bombing/Explosion,5,5,0.77815125
35.452112,44.375464,Bombing/Explosion,2,2,0.477121255
33.776311,44.555671,Armed Assault,1,1,0.301029996
34.078571,44.959292,Armed Assault,1,1,0.301029996
33.303567,44.371771,Bombing/Explosion,3,3,0.602059991
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
33.303567,44.371771,Bombing/Explosion,1,1,0.301029996
33.743239,44.623824,Bombing/Explosion,3,3,0.602059991
33.743239,44.623824,Bombing/Explosion,1,1,0.301029996
35.452112,44.375464,Bombing/Explosion,0,0.5,0.176091259
35.452112,44.375464,Bombing/Explosion,2,2,0.477121255
33.540671,44.251268,Bombing/Explosion,6,6,0.84509804
33.540671,44.251268,Bombing/Explosion,1,1,0.301029996
33.420949,43.295662,Bombing/Explosion,2,2,0.477121255
33.420949,43.295662,Bombing/Explosion,1,1,0.301029996
34.208416,43.890713,Bombing/Explosion,3,3,0.602059991
34.283333,43.766667,Bombing/Explosion,1,1,0.301029996
33.835628,44.247406,Bombing/Explosion,0,0.5,0.176091259
35.672931,44.070145,Bombing/Explosion,6,6,0.84509804
35.672931,44.070145,Bombing/Explosion,1,1,0.301029996
35.672931,44.070145,Bombing/Explosion,1,1,0.301029996
35.672931,44.070145,Bombing/Explosion,1,1,0.301029996
35.672931,44.070145,Bombing/Explosion,1,1,0.301029996
35.672931,44.070145,Bombing/Explosion,1,1,0.301029996
34.069456,44.862264,Bombing/Explosion,0,0.5,0.176091259
33.593056,44.501111,Bombing/Explosion,0,0.5,0.176091259
34.950795,43.494542,Bombing/Explosion,0,0.5,0.176091259
36.354146,43.143571,Bombing/Explosion,0,0.5,0.176091259
33.349159,43.784197,Bombing/Explosion,1,1,0.301029996
33.349159,43.784197,Bombing/Explosion,0,0.5,0.176091259
36.354146,43.143571,Bombing/Explosion,0,0.5,0.176091259
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
33.303567,44.371771,Bombing/Explosion,2,2,0.477121255
32.777344,44.289352,Bombing/Explosion,0,0.5,0.176091259
34.347345,45.383273,Bombing/Explosion,0,0.5,0.176091259
33.743239,44.623824,Bombing/Explosion,0,0.5,0.176091259
14.806614,43.019494,Hostage Taking (Kidnapping),0,0.5,0.176091259
13.129727,45.385572,Unknown,8,8,0.954242509
13.887403,45.863649,Bombing/Explosion,2,2,0.477121255
14.54397,49.124579,Armed Assault,6,6,0.84509804
15.19,46.7338,Bombing/Explosion,0,0.5,0.176091259
14.413989,44.837419,Unknown,1,1,0.301029996
13.148959,44.85055,Assassination,1,1,0.301029996
13.887403,45.863649,Unknown,15,15,1.204119983
15.941039,48.780092,Armed Assault,2,2,0.477121255
33.544589,42.933248,Bombing/Explosion,1,1,0.301029996
13.887403,45.863649,Unknown,4,4,0.698970004
36.524836,3.754936,Bombing/Explosion,1,1,0.301029996
13.129727,45.385572,Bombing/Explosion,0,0.5,0.176091259
36.33563,4.262131,Bombing/Explosion,0,0.5,0.176091259
13.129727,45.385572,Armed Assault,20,20,1.322219295
36.3308,4.3011,Bombing/Explosion,0,0.5,0.176091259
36.3308,4.3011,Bombing/Explosion,0,0.5,0.176091259
36.3308,4.3011,Bombing/Explosion,0,0.5,0.176091259
13.92891,46.079328,Bombing/Explosion,1,1,0.301029996
13.129727,45.385572,Armed Assault,6,6,0.84509804
13.887403,45.863649,Bombing/Explosion,2,2,0.477121255
15.325444,44.211895,Hostage Taking (Kidnapping),0,0.5,0.176091259
15.325444,44.211895,Armed Assault,0,0.5,0.176091259
14.279772,47.575337,Bombing/Explosion,0,0.5,0.176091259
15.516118,45.459809,Bombing/Explosion,0,0.5,0.176091259
12.86714,44.983957,Bombing/Explosion,0,0.5,0.176091259
14.474748,49.034291,Armed Assault,0,0.5,0.176091259
14.781294,42.972851,Armed Assault,0,0.5,0.176091259
15.325444,44.211895,Bombing/Explosion,97,97,1.991226076
14.413989,44.837419,Bombing/Explosion,0,0.5,0.176091259
16.165407,44.776897,Bombing/Explosion,15,15,1.204119983
16.917493,43.762411,Bombing/Explosion,0,0.5,0.176091259
13.129727,45.385572,Armed Assault,6,6,0.84509804
13.219397,45.307839,Armed Assault,25,25,1.414973348
14.413989,44.837419,Armed Assault,1,1,0.301029996
13.129727,45.385572,Bombing/Explosion,5,5,0.77815125
33.303567,44.371771,Bombing/Explosion,26,26,1.431363764
13.657844,45.8434,Bombing/Explosion,6,6,0.84509804
13.657844,45.8434,Bombing/Explosion,1,1,0.301029996
13.3576,45.696479,Bombing/Explosion,4,4,0.698970004
12.849085,45.037275,Bombing/Explosion,2,2,0.477121255
13.129727,45.385572,Armed Assault,4,4,0.698970004
13.374256,44.754753,Bombing/Explosion,3,3,0.602059991
13.293056,45.295,Bombing/Explosion,0,0.5,0.176091259
13.219397,45.307839,Armed Assault,11,11,1.079181246
15.325444,44.211895,Armed Assault,1,1,0.301029996
13.129727,45.385572,Bombing/Explosion,9,9,1
32.469239,44.416638,Bombing/Explosion,20,20,1.322219295
33.303567,44.371771,Bombing/Explosion,9,9,1
33.303567,44.371771,Bombing/Explosion,7,7,0.903089987
33.303567,44.371771,Bombing/Explosion,7,7,0.903089987
33.303567,44.371771,Bombing/Explosion,1,1,0.301029996
33.303567,44.371771,Armed Assault,3,3,0.602059991
32.901412,45.077723,Bombing/Explosion,0,0.5,0.176091259
33.349159,43.784197,Bombing/Explosion,1,1,0.301029996
33.349159,43.784197,Bombing/Explosion,1,1,0.301029996
33.31065,44.038206,Bombing/Explosion,1,1,0.301029996
33.31065,44.038206,Bombing/Explosion,1,1,0.301029996
33.31065,44.038206,Bombing/Explosion,1,1,0.301029996
33.31065,44.038206,Bombing/Explosion,0,0.5,0.176091259
33.100528,44.584493,Bombing/Explosion,3,3,0.602059991
33.37576,44.702866,Bombing/Explosion,2,2,0.477121255
34.010473,44.148235,Bombing/Explosion,2,2,0.477121255
34.010473,44.148235,Bombing/Explosion,2,2,0.477121255
32.604392,44.007145,Bombing/Explosion,2,2,0.477121255
32.604392,44.007145,Bombing/Explosion,1,1,0.301029996
33.749892,44.633421,Bombing/Explosion,3,3,0.602059991
33.743239,44.623824,Bombing/Explosion,0,0.5,0.176091259
35.452112,44.375464,Bombing/Explosion,,0.5,0.176091259
35.452112,44.375464,Bombing/Explosion,1,1,0.301029996
35.452112,44.375464,Bombing/Explosion,0,0.5,0.176091259
36.229574,42.236244,Bombing/Explosion,5,5,0.77815125
36.229574,42.236244,Bombing/Explosion,0,0.5,0.176091259
36.229574,42.236244,Bombing/Explosion,0,0.5,0.176091259
33.633895,42.83208,Bombing/Explosion,0,0.5,0.176091259
14.326655,47.447214,Armed Assault,15,15,1.204119983
33.303567,44.371771,Bombing/Explosion,18,18,1.278753601
33.303567,44.371771,Bombing/Explosion,14,14,1.176091259
14.54397,49.124579,Assassination,1,1,0.301029996
33.743239,44.623824,Bombing/Explosion,16,16,1.230448921
12.849085,45.037275,Assassination,4,4,0.698970004
15.325444,44.211895,Bombing/Explosion,0,0.5,0.176091259
33.420949,43.295662,Bombing/Explosion,3,3,0.602059991
33.743239,44.623824,Bombing/Explosion,6,6,0.84509804
33.571807,44.536067,Armed Assault,4,4,0.698970004
13.887403,45.863649,Bombing/Explosion,1,1,0.301029996
33.743239,44.623824,Bombing/Explosion,1,1,0.301029996
15.325444,44.211895,Assassination,1,1,0.301029996
31.989581,44.923774,Bombing/Explosion,25,25,1.414973348
15.325444,44.211895,Assassination,0,0.5,0.176091259
15.325444,44.211895,Bombing/Explosion,11,11,1.079181246
15.325444,44.211895,Bombing/Explosion,1,1,0.301029996
13.586484,44.024105,Assassination,4,4,0.698970004
13.702664,44.733569,Hostage Taking (Kidnapping),0,0.5,0.176091259
14.536389,46.833056,Assassination,1,1,0.301029996
12.849085,45.037275,Assassination,1,1,0.301029996
14.413989,44.837419,Armed Assault,1,1,0.301029996
14.54397,49.124579,Assassination,0,0.5,0.176091259
34.129853,44.362278,Armed Assault,15,15,1.204119983
33.540671,44.251268,Bombing/Explosion,11,11,1.079181246
33.540671,44.251268,Bombing/Explosion,12,12,1.113943352
33.540671,44.251268,Bombing/Explosion,10,10,1.041392685
33.540671,44.251268,Bombing/Explosion,10,10,1.041392685
33.303567,44.371771,Bombing/Explosion,3,3,0.602059991
33.303567,44.371771,Bombing/Explosion,12,12,1.113943352
34.881348,44.62513,Bombing/Explosion,1,1,0.301029996
34.881348,44.62513,Bombing/Explosion,0,0.5,0.176091259
34.881348,44.62513,Bombing/Explosion,0,0.5,0.176091259
33.835628,44.247406,Bombing/Explosion,1,1,0.301029996
34.010473,44.148235,Bombing/Explosion,0,0.5,0.176091259
34.010473,44.148235,Bombing/Explosion,0,0.5,0.176091259
