latitude,longitude
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
36.188889,42.8025
15.325443,44.211895
30.510054,47.778095
30.510054,47.778095
32.469238,44.416637
36.724419,3.619247
15.45639,45.324871
12.825647,44.846416
22.785,5.52278
13.129726,45.385571
33.31065,44.038208
33.31065,44.038208
33.31065,44.038208
33.31065,44.038208
33.31065,44.038208
36.73914,3.901676
13.129726,45.385571
13.129726,45.385571
33.303566,44.371773
34.363503,41.115997
14.52618,46.844932
14.52618,46.844932
36.662321,4.079895
15.325443,44.211895
33.303566,44.371773
33.303566,44.371773
12.838674,44.868883
13.683741,46.081752
14.52618,46.844932
36.881337,4.66188
18.442701,1.411332
13.063399,44.880882
13.129726,45.385571
35.703845,4.572282
36.81694,3.85722
13.887403,45.863647
16.615866,-7.254218
15.45639,45.324871
36.767847,3.604741
13.129726,45.385571
13.683741,46.081752
13.932036,46.083254
32.533287,45.829453
36.684583,4.665693
14.691211,46.933789
14.279772,47.575336
18.73694,7.38528
13.219398,45.307838
13.887403,45.863647
14.719504,46.868266
14.208576,45.816908
14.38252,47.399537
15.325443,44.211895
14.38252,47.399537
14.309823,46.937905
35.567009,45.385494
36.762758,4.584531
13.683741,46.081752
14.54397,49.12458
12.825647,44.846416
13.683741,46.081752
13.683741,46.081752
13.932036,46.083254
13.129726,45.385571
14.54397,49.12458
36.724419,3.619247
52.829397,-1.332046
25.185573,55.303363
14.719504,46.868266
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
13.219398,45.307838
13.702663,44.73357
16.249994,45.478097
16.249994,45.478097
17.060139,43.599369
13.887403,45.863647
36.354145,43.14357
13.129726,45.385571
13.129726,45.385571
12.648483,-7.99414
13.511596,2.125385
13.887403,45.863647
13.887403,45.863647
14.326655,47.447216
34.621521,43.668377
13.887403,45.863647
15.45639,45.324871
15.502404,45.449854
18.079275,-15.965107
15.325443,44.211895
24.553989,9.484227
17.866496,-14.658782
13.88908,45.870951
14.762732,49.605728
15.964205,48.78252
13.129726,45.385571
14.54397,49.12458
15.502404,45.449854
13.219398,45.307838
34.621521,43.668377
33.303566,44.371773
36.74704,4.370063
13.129726,45.385571
13.129726,45.385571
12.825647,44.846416
31.633333,-8
13.129726,45.385571
36.814496,3.861964
15.45639,45.324871
14.413989,44.837418
13.683741,46.081752
13.129726,45.385571
32.31863,10.395596
14.54397,49.12458
35.651733,9.055869
14.326655,47.447216
15.325443,44.211895
13.129726,45.385571
12.825647,44.846416
13.129726,45.385571
18.739003,7.389477
13.219398,45.307838
13.063399,44.880882
12.825647,44.846416
13.129726,45.385571
13.129726,45.385571
13.129726,45.385571
36.714164,4.050111
18.673703,-7.092877
13.887403,45.863647
13.129726,45.385571
13.683741,46.081752
36.741667,3.723056
12.825647,44.846416
12.825647,44.846416
13.129726,45.385571
31.50547,74.34288
16.199874,44.408998
34.271034,45.163567
36.714164,4.050111
13.357599,45.69648
13.932036,46.083254
13.129726,45.385571
13.683741,46.081752
13.357599,45.69648
34.125729,45.003342
13.129726,45.385571
13.683741,46.081752
13.129726,45.385571
13.129726,45.385571
14.719504,46.868266
13.129726,45.385571
13.129726,45.385571
12.825647,44.846416
32.468191,44.550194
13.129726,45.385571
12.870799,45.046499
13.219398,45.307838
32.604393,44.007145
32.604393,44.007145
32.604393,44.007145
13.129726,45.385571
12.825647,44.846416
33.716995,44.679516
33.864799,42.536385
13.063399,44.880882
36.714164,4.050111
12.825647,44.846416
12.825647,44.846416
14.54397,49.12458
33.953167,44.921906
13.219398,45.307838
12.825647,44.846416
14.54397,49.12458
33.813793,44.657238
13.932036,46.083254
15.286179,-1.702154
16.77532,-3.008265
34.208416,43.890713
12.870799,45.046499
14.769764,49.374268
13.129726,45.385571
14.719504,46.868266
13.129726,45.385571
15.413965,45.95049
13.178143,44.632399
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.303566,44.371773
33.848618,44.522125
33.303566,44.371773
33.303566,44.371773
33.515244,36.292084
33.515244,36.292084
33.571807,44.536067
36.835434,3.688386
12.849085,45.037275
13.3576,45.696479
34.840833,6.041389
12.849085,45.037275
12.849085,45.037275
14.550455,44.397706
33.303567,44.371771
11.974328,8.500261
16.930414,49.365315
13.129727,45.385572
14.931029,45.503647
13.063399,44.880882
13.985013,45.558478
12.783454,45.033404
13.985013,45.558478
15.515888,45.449806
13.129727,45.385572
33.303567,44.371771
33.743239,44.623824
33.271403,44.493661
33.303567,44.371771
33.271403,44.493661
33.303567,44.371771
34.010473,44.148235
34.950795,43.494542
33.835628,44.247406
34.881348,44.62513
34.533753,43.483738
33.743239,44.623824
34.271035,45.163568
32.777344,44.289352
35.452112,44.375464
35.452112,44.375464
36.354146,43.143571
36.354146,43.143571
33.271403,44.493661
33.303567,44.371771
33.540671,44.251268
33.303567,44.371771
32.469239,44.416638
32.54855,44.545441
33.303567,44.371771
33.100528,44.584493
36.354146,43.143571
36.354146,43.143571
33.693946,45.067425
35.244444,43.893056
35.244444,43.893056
33.743239,44.623824
33.743239,44.623824
33.303567,44.371771
14.54397,49.124579
13.634341,46.056321
13.3576,45.696479
12.849085,45.037275
13.985013,45.558478
14.54397,49.124579
14.54397,49.124579
13.129727,45.385572
13.129727,45.385572
13.129727,45.385572
15.914915,48.650744
15.325444,44.211895
34.160588,42.37254
34.160588,42.37254
34.160588,42.37254
34.160588,42.37254
13.985013,45.558478
12.849057,44.972015
14.536389,46.833056
36.373718,42.451778
36.373718,42.451778
12.849085,45.037275
13.928919,46.079398
12.825748,44.79438
13.928919,46.079398
13.985013,45.558478
12.849085,45.037275
14.781294,42.972851
12.849085,45.037275
12.849085,45.037275
12.849085,45.037275
12.849085,45.037275
13.586484,44.024105
33.743239,44.623824
33.303567,44.371771
32.604392,44.007145
35.452112,44.375464
35.452112,44.375464
32.469239,44.416638
33.303567,44.371771
33.420949,43.295662
34.208416,43.890713
34.950795,43.494542
35.137008,44.446641
34.057113,44.218291
33.303567,44.371771
33.349159,43.784197
34.621521,43.668375
32.469239,44.416638
32.604392,44.007145
33.057992,44.354838
14.54397,49.124579
16.930414,49.365315
13.063399,44.880882
12.849085,45.037275
14.75463,46.516262
12.849085,45.037275
12.825748,44.79438
12.849085,45.037275
13.148959,44.85055
13.702664,44.733569
13.702664,44.733569
15.914915,48.650744
12.849085,45.037275
13.990227,48.18108
12.86714,44.983957
13.985013,45.558478
13.56966,44.014629
13.883333,45.866667
14.288558,46.856585
15.515888,45.449806
14.413989,44.837419
13.92892,46.079399
16.930414,49.365315
12.8,45.033333
15.219678,48.983316
15.840202,48.454379
13.883333,45.866667
13.887403,45.863649
13.943889,45.673611
12.8,45.033333
33.303567,44.371771
34.208416,43.890713
34.208416,43.890713
33.66969,44.381316
33.743239,44.623824
35.452112,44.375464
35.672931,44.070145
35.452112,44.375464
33.776311,44.555671
34.078571,44.959292
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.743239,44.623824
33.743239,44.623824
35.452112,44.375464
35.452112,44.375464
33.540671,44.251268
33.540671,44.251268
33.420949,43.295662
33.420949,43.295662
34.208416,43.890713
34.283333,43.766667
33.835628,44.247406
35.672931,44.070145
35.672931,44.070145
35.672931,44.070145
35.672931,44.070145
35.672931,44.070145
35.672931,44.070145
34.069456,44.862264
33.593056,44.501111
34.950795,43.494542
36.354146,43.143571
33.349159,43.784197
33.349159,43.784197
36.354146,43.143571
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
32.777344,44.289352
34.347345,45.383273
33.743239,44.623824
14.806614,43.019494
13.129727,45.385572
13.887403,45.863649
14.54397,49.124579
15.19,46.7338
14.413989,44.837419
13.148959,44.85055
13.887403,45.863649
15.941039,48.780092
33.544589,42.933248
13.887403,45.863649
36.524836,3.754936
13.129727,45.385572
36.33563,4.262131
13.129727,45.385572
36.3308,4.3011
36.3308,4.3011
36.3308,4.3011
13.92891,46.079328
13.129727,45.385572
13.887403,45.863649
15.325444,44.211895
15.325444,44.211895
14.279772,47.575337
15.516118,45.459809
12.86714,44.983957
14.474748,49.034291
14.781294,42.972851
15.325444,44.211895
14.413989,44.837419
16.165407,44.776897
16.917493,43.762411
13.129727,45.385572
13.219397,45.307839
14.413989,44.837419
13.129727,45.385572
33.303567,44.371771
13.657844,45.8434
13.657844,45.8434
13.3576,45.696479
12.849085,45.037275
13.129727,45.385572
13.374256,44.754753
13.293056,45.295
13.219397,45.307839
15.325444,44.211895
13.129727,45.385572
32.469239,44.416638
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
32.901412,45.077723
33.349159,43.784197
33.349159,43.784197
33.31065,44.038206
33.31065,44.038206
33.31065,44.038206
33.31065,44.038206
33.100528,44.584493
33.37576,44.702866
34.010473,44.148235
34.010473,44.148235
32.604392,44.007145
32.604392,44.007145
33.749892,44.633421
33.743239,44.623824
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
36.229574,42.236244
36.229574,42.236244
36.229574,42.236244
33.633895,42.83208
14.326655,47.447214
33.303567,44.371771
33.303567,44.371771
14.54397,49.124579
33.743239,44.623824
12.849085,45.037275
15.325444,44.211895
33.420949,43.295662
33.743239,44.623824
33.571807,44.536067
13.887403,45.863649
33.743239,44.623824
15.325444,44.211895
31.989581,44.923774
15.325444,44.211895
15.325444,44.211895
15.325444,44.211895
13.586484,44.024105
13.702664,44.733569
14.536389,46.833056
12.849085,45.037275
14.413989,44.837419
14.54397,49.124579
34.129853,44.362278
33.540671,44.251268
33.540671,44.251268
33.540671,44.251268
33.540671,44.251268
33.303567,44.371771
33.303567,44.371771
34.881348,44.62513
34.881348,44.62513
34.881348,44.62513
33.835628,44.247406
34.010473,44.148235
34.010473,44.148235
33.571807,44.536067
33.784249,44.509721
33.953165,44.921904
33.953165,44.921904
33.953165,44.921904
33.953165,44.921904
36.354146,43.143571
35.713266,41.760647
35.816667,43.266667
36.354146,43.143571
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
35.688611,44.109167
35.688611,44.109167
31.989581,44.923774
34.533753,43.483738
34.347345,45.383273
34.347345,45.383273
33.743239,44.623824
33.303567,44.371771
33.66969,44.381316
33.303567,44.371771
36.229574,42.236244
34.366667,43.816667
13.340718,45.297109
14.54397,49.124579
15.325444,44.211895
12.849085,45.037275
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
13.219397,45.307839
15.411051,48.060789
34.057113,44.218291
13.219397,45.307839
14.75463,46.516262
13.219397,45.307839
34.950795,43.494542
14.54397,49.124579
16.931354,49.365315
34.726267,44.584907
34.726267,44.584907
34.726267,44.584907
33.743239,44.623824
13.219397,45.307839
13.3576,45.696479
33.548307,44.415735
35.137008,44.446641
35.137008,44.446641
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.64997,44.261544
32.533286,45.829453
35.452112,44.375464
35.452112,44.375464
35.452112,44.375464
33.457222,44.086389
33.457222,44.086389
33.743239,44.623824
13.702664,44.733569
12.849085,45.037275
13.92891,46.079328
14.75463,46.516262
13.063399,44.880882
13.063399,44.880882
12.714722,44.207778
15.325444,44.211895
34.881348,44.62513
33.835628,44.247406
33.835628,44.247406
33.457222,44.086389
33.743239,44.623824
33.743239,44.623824
33.743239,44.623824
34.950795,43.494542
31.848218,47.145201
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
35.452112,44.375464
35.452112,44.375464
35.290356,44.007872
35.272077,43.915044
35.326122,43.78081
33.540671,44.251268
33.540671,44.251268
33.540671,44.251268
33.743239,44.623824
33.743239,44.623824
33.743239,44.623824
33.743239,44.623824
33.743239,44.623824
33.349159,43.784197
31.044371,46.261451
31.044371,46.261451
34.881348,44.62513
30.510054,47.778094
36.376825,42.448876
34.208416,43.890713
36.354146,43.143571
36.354146,43.143571
36.354164,43.381776
33.31065,44.038206
34.023572,44.031361
34.881348,44.62513
34.881348,44.62513
33.37576,44.702866
33.057992,44.354838
33.548307,44.415735
15.325444,44.211895
13.129727,45.385572
13.3576,45.696479
12.849085,45.037275
14.54397,49.124579
14.54397,49.124579
13.129727,45.385572
12.849085,45.037275
15.325444,44.211895
14.754606,46.51627
13.148959,44.85055
15.840202,48.454379
34.621521,43.668375
13.887403,45.863649
33.100528,44.584493
33.540671,44.251268
33.540671,44.251268
33.540671,44.251268
33.540671,44.251268
33.303567,44.371771
32.533286,45.829453
33.571807,44.536067
34.274032,44.542537
33.743239,44.623824
33.303567,44.371771
36.354146,43.143571
35.993532,43.21973
33.693946,45.067425
15.325444,44.211895
13.148959,44.85055
13.206995,44.758297
14.54397,49.124579
15.45639,45.324871
15.325444,44.211895
16.930414,49.365315
14.75463,46.516262
15.325444,44.211895
13.92892,46.079399
36.767596,3.7029
13.3576,45.696479
13.148959,44.85055
13.803955,44.777243
14.719534,44.247902
33.540671,44.251268
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.953165,44.921904
33.953165,44.921904
36.354146,43.143571
36.354146,43.143571
36.354146,43.143571
34.881348,44.62513
33.303567,44.371771
36.354146,43.143571
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.100528,44.584493
33.100528,44.584493
15.515888,45.449806
15.940011,48.789753
17.489234,47.104438
33.540671,44.251268
14.75463,46.516262
13.887403,45.863649
12.849085,45.037275
35.452112,44.375464
13.129727,45.385572
16,48.5
15.325444,44.211895
12.849085,45.037275
15.325444,44.211895
16,48.5
13.063399,44.880882
13.063399,44.880882
15.516118,45.459809
14.75463,46.516262
15.325444,44.211895
14.54397,49.124579
33.303567,44.371771
16.04081,48.342746
15.19,46.733611
14.769764,49.374266
15.325444,44.211895
14.54397,49.124579
32.777344,44.289352
32.777344,44.289352
32.777344,44.289352
32.469239,44.416638
33.303567,44.371771
32.982932,44.361597
32.469239,44.416638
33.743239,44.623824
33.773349,45.14945
35.452112,44.375464
34.881348,44.62513
33.848619,44.522125
35.452112,44.375464
35.452112,44.375464
33.303567,44.371771
33.693946,45.067425
34.208416,43.890713
36.354146,43.143571
33.303567,44.371771
14.798176,45.717361
16.930414,49.365315
14.536389,46.833056
14.062118,46.914975
33.349159,43.784197
33.743239,44.623824
36.354146,43.143571
33.349159,43.784197
14.550455,44.397706
35.452112,44.375464
35.452112,44.375464
34.881348,44.62513
33.303567,44.371771
33.325375,44.421896
33.325375,44.421896
33.325375,44.421896
34.621521,43.668375
34.950795,43.494542
34.621521,43.668375
33.303567,44.371771
35.326122,43.78081
32.559835,41.919696
33.835628,44.247406
33.835628,44.247406
32.625335,44.025134
32.469239,44.416638
33.303567,44.371771
33.759156,45.155717
33.759156,45.155717
33.759156,45.155717
35.326122,43.78081
34.881348,44.62513
36.340001,43.13
33.303567,44.371771
32.604392,44.007145
33.303567,44.371771
34.881348,44.62513
13.985013,45.558478
15.449888,45.018687
36.477758,3.756453
14.413989,44.837419
14.413989,44.837419
14.413989,44.837419
14.413989,44.837419
13.3576,45.696479
35.452112,44.375464
35.452112,44.375464
33.540671,44.251268
12.849085,45.037275
35.43811,7.146648
35.43811,7.146648
14.427033,46.150619
13.627303,46.059752
33.743239,44.623824
13.219397,45.307839
14.716448,44.245849
36.376825,42.448876
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.743239,44.623824
14.365944,45.450998
33.573487,44.547426
15.449888,45.018687
33.303567,44.371771
33.303567,44.371771
31.989581,44.923774
36.354146,43.143571
33.036022,40.288159
13.887403,45.863649
13.887403,45.863649
13.887403,45.863649
13.634341,46.056321
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
36.229574,42.236244
34.533753,43.483738
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
33.303567,44.371771
36.354146,43.143571
32.887157,44.341636
33.303567,44.371771
33.460821,44.157432
33.548307,44.415735
33.66969,44.381316
33.303567,44.371771
33.057992,44.354838
33.303567,44.371771
32.887157,44.341636
33.303567,44.371771
33.693946,45.067425
33.303567,44.371771
33.303567,44.371771
15.325444,44.211895
13.966953,44.002257
13.560833,46.156389
13.92892,46.079399
15.325444,44.211895
13.560833,46.156389
16.757752,-2.999362
16.757752,-2.999362
32.559761,41.919646
36.053486,2.937574
36.053486,2.937574
13.634341,46.056321
33.743239,44.623824
18.442702,1.411332
16.920195,49.370842
13.063399,44.880882
14.54397,49.124579
13.640649,46.057005
32.838048,13.182591
14.43,44.84
16.909684,49.403801
15.325444,44.211895
14.54397,49.124579
14.426534,44.84359
13.985013,45.558478
14.753635,46.515684
36.165874,1.332239
13.148959,44.85055
13.148959,44.85055
14.54397,49.124579
14.324183,45.437298
16.920195,49.360771
15.890018,48.430252
13.586484,44.024105
14.54397,49.124579
15.940011,48.789753
13.980025,48.189154
13.980025,48.189154
18.442702,1.411332
15.325444,44.211895
14.54397,49.124579
15.940011,48.789753
36.534743,3.681965
13.148959,44.85055
36.735554,3.971022
12.849085,45.037275
15.325444,44.211895
15.325444,44.211895
,
12.849085,45.037275
15.325444,44.211895
14.370834,45.452757
15.517205,45.460567
13.518333,44.866111
13.634341,46.056321
14.753635,46.515255
12.849085,45.037275
15.914915,48.650744
15.325444,44.211895
15.325444,44.211895
13.634341,46.056321
13.148959,44.85055
13.634341,46.056321
13.340718,45.297109
13.861944,45.201389
13.063399,44.880882
15.840202,48.454379
13.586484,44.024105
15.325444,44.211895
15.325444,44.211895
12.836719,44.922063
13.887403,45.863649
13.634341,46.056321
15.940011,48.789753
15.840202,48.454379
13.148959,44.85055
15.325444,44.211895
14.326655,47.447214
14.279772,47.575337
14.326655,47.447214
14.05,47.9
15.51204,45.449935
15.325444,44.211895
15.325444,44.211895
14.536389,46.833056
15.942513,48.782017
16.757752,-2.999362
13.586484,44.024105
14.54397,49.124579
14.09998,48.717017
15.325444,44.211895
15.325444,44.211895
14.413989,44.837419
24.891116,67.143312
14.54397,49.124579
13.148959,44.85055
13.063399,44.880882
14.769764,49.374266
13.634345,46.057038
13.96294,45.465015
14.360191,45.444517
14.413989,44.837419
13.634341,46.056321
13.51633,46.711048
14.769764,49.374266
16.909684,49.403801
14.536555,46.833254
15.325444,44.211895
12.849085,45.037275
13.51633,46.711048
18.442702,1.411332
13.850725,46.201563
12.849085,45.037275
14.268147,46.909001
13.850969,46.203859
13.980025,48.189154
15.325444,44.211895
15.941039,48.780092
15.325444,44.211895
15.940011,48.789753
14.794989,44.294665
15.325444,44.211895
13.586484,44.024105
14.358866,45.449806
15.1703,46.0274
16.930414,49.365315
14.358866,45.449806
15.325444,44.211895
16.914939,49.366207
14.358866,45.449806
12.849085,45.037275
12.849085,45.037275
