latitude,longitude,Attacktype,Deaths,nkill
33.540671,44.251268,Bombing/Explosion,5,5
12.849085,45.037275,Bombing/Explosion,0,4
35.43811,7.146648,Hijacking,,4
35.43811,7.146648,Bombing/Explosion,2,4
14.427033,46.150619,Bombing/Explosion,0,4
13.627303,46.059752,Bombing/Explosion,0,4
33.743239,44.623824,Assassination,1,4
13.219397,45.307839,Bombing/Explosion,0,4
14.716448,44.245849,Bombing/Explosion,0,4
36.376825,42.448876,Assassination,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,3,4
33.743239,44.623824,Bombing/Explosion,3,4
14.365944,45.450998,Assassination,2,4
33.573487,44.547426,Bombing/Explosion,4,4
15.449888,45.018687,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,10,10
33.303567,44.371771,Bombing/Explosion,9,9
31.989581,44.923774,Bombing/Explosion,5,5
36.354146,43.143571,Bombing/Explosion,6,6
33.036022,40.288159,Bombing/Explosion,57,57
13.887403,45.863649,Bombing/Explosion,13,13
13.887403,45.863649,Bombing/Explosion,13,13
13.887403,45.863649,Bombing/Explosion,1,4
13.634341,46.056321,Unknown,0,4
33.303567,44.371771,Bombing/Explosion,8,8
33.303567,44.371771,Bombing/Explosion,8,8
33.303567,44.371771,Bombing/Explosion,8,8
33.303567,44.371771,Bombing/Explosion,8,8
36.229574,42.236244,Assassination,2,4
34.533753,43.483738,Armed Assault,9,9
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,7,7
33.303567,44.371771,Bombing/Explosion,6,6
33.303567,44.371771,Bombing/Explosion,2,4
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,2,4
36.354146,43.143571,Bombing/Explosion,4,4
32.887157,44.341636,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,5,5
33.460821,44.157432,Bombing/Explosion,2,4
33.548307,44.415735,Bombing/Explosion,4,4
33.66969,44.381316,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,5,5
33.057992,44.354838,Bombing/Explosion,5,5
33.303567,44.371771,Bombing/Explosion,1,4
32.887157,44.341636,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,1,4
33.693946,45.067425,Bombing/Explosion,6,6
33.303567,44.371771,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
13.966953,44.002257,Bombing/Explosion,0,4
13.560833,46.156389,Armed Assault,,4
13.92892,46.079399,Hostage Taking (Kidnapping),,4
15.325444,44.211895,Armed Assault,0,4
13.560833,46.156389,Armed Assault,2,4
16.757752,-2.999362,Bombing/Explosion,1,4
16.757752,-2.999362,Bombing/Explosion,26,26
32.559761,41.919646,Hostage Taking (Kidnapping),3,4
36.053486,2.937574,Armed Assault,1,4
36.053486,2.937574,Bombing/Explosion,0,4
13.634341,46.056321,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,23,23
18.442702,1.411332,Bombing/Explosion,4,4
16.920195,49.370842,Armed Assault,1,4
13.063399,44.880882,Bombing/Explosion,0,4
14.54397,49.124579,Armed Assault,1,4
13.640649,46.057005,Armed Assault,2,4
32.838048,13.182591,Bombing/Explosion,0,4
14.43,44.84,Armed Assault,12,12
16.909684,49.403801,Bombing/Explosion,0,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
14.54397,49.124579,Assassination,1,4
14.426534,44.84359,Armed Assault,5,5
13.985013,45.558478,Armed Assault,1,4
14.753635,46.515684,Bombing/Explosion,0,4
36.165874,1.332239,Bombing/Explosion,0,4
13.148959,44.85055,Armed Assault,3,4
13.148959,44.85055,Armed Assault,1,4
14.54397,49.124579,Assassination,1,4
14.324183,45.437298,Armed Assault,5,5
16.920195,49.360771,Bombing/Explosion,2,4
15.890018,48.430252,Assassination,1,4
13.586484,44.024105,Hostage Taking (Kidnapping),1,4
14.54397,49.124579,Bombing/Explosion,0,4
15.940011,48.789753,Assassination,1,4
13.980025,48.189154,Bombing/Explosion,1,4
13.980025,48.189154,Armed Assault,0,4
18.442702,1.411332,Bombing/Explosion,1,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
14.54397,49.124579,Armed Assault,1,4
15.940011,48.789753,Assassination,1,4
36.534743,3.681965,Bombing/Explosion,2,4
13.148959,44.85055,Armed Assault,1,4
36.735554,3.971022,Bombing/Explosion,0,4
12.849085,45.037275,Assassination,1,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
15.325444,44.211895,Assassination,0,4
,,Hostage Taking (Kidnapping),1,4
12.849085,45.037275,Armed Assault,1,4
15.325444,44.211895,Armed Assault,1,4
14.370834,45.452757,Armed Assault,1,4
15.517205,45.460567,Bombing/Explosion,0,4
13.518333,44.866111,Armed Assault,4,4
13.634341,46.056321,Bombing/Explosion,4,4
14.753635,46.515255,Armed Assault,5,5
12.849085,45.037275,Assassination,2,4
15.914915,48.650744,Bombing/Explosion,3,4
15.325444,44.211895,Assassination,1,4
15.325444,44.211895,Bombing/Explosion,6,6
13.634341,46.056321,Bombing/Explosion,0,4
13.148959,44.85055,Assassination,1,4
13.634341,46.056321,Armed Assault,0,4
13.340718,45.297109,Armed Assault,3,4
13.861944,45.201389,Armed Assault,5,5
13.063399,44.880882,Armed Assault,1,4
15.840202,48.454379,Armed Assault,1,4
13.586484,44.024105,Assassination,1,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
12.836719,44.922063,Bombing/Explosion,0,4
13.887403,45.863649,Bombing/Explosion,0,4
13.634341,46.056321,Assassination,2,4
15.940011,48.789753,Bombing/Explosion,0,4
15.840202,48.454379,Armed Assault,2,4
13.148959,44.85055,Armed Assault,0,4
15.325444,44.211895,Hostage Taking (Kidnapping),1,4
14.326655,47.447214,Bombing/Explosion,39,39
14.279772,47.575337,Hostage Taking (Kidnapping),8,8
14.326655,47.447214,Bombing/Explosion,11,11
14.05,47.9,Bombing/Explosion,1,4
15.51204,45.449935,Armed Assault,8,8
15.325444,44.211895,Assassination,1,4
15.325444,44.211895,Assassination,1,4
14.536389,46.833056,Assassination,2,4
15.942513,48.782017,Assassination,1,4
16.757752,-2.999362,Bombing/Explosion,4,4
13.586484,44.024105,Armed Assault,1,4
14.54397,49.124579,Hostage Taking (Barricade Incident),5,5
14.09998,48.717017,Armed Assault,4,4
15.325444,44.211895,Hostage Taking (Kidnapping),1,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
14.413989,44.837419,Hostage Taking (Kidnapping),4,4
24.891116,67.143312,Armed Assault,2,4
14.54397,49.124579,Assassination,1,4
13.148959,44.85055,Bombing/Explosion,1,4
13.063399,44.880882,Armed Assault,3,4
14.769764,49.374266,Armed Assault,1,4
13.634345,46.057038,Armed Assault,1,4
13.96294,45.465015,Unknown,0,4
14.360191,45.444517,Unknown,8,8
14.413989,44.837419,Unknown,0,4
13.634341,46.056321,Armed Assault,,4
13.51633,46.711048,Bombing/Explosion,8,8
14.769764,49.374266,Assassination,2,4
16.909684,49.403801,Bombing/Explosion,0,4
14.536555,46.833254,Unknown,0,4
15.325444,44.211895,Assassination,1,4
12.849085,45.037275,Armed Assault,0,4
13.51633,46.711048,Armed Assault,3,4
18.442702,1.411332,Hostage Taking (Kidnapping),2,4
13.850725,46.201563,Armed Assault,4,4
12.849085,45.037275,Bombing/Explosion,0,4
14.268147,46.909001,Bombing/Explosion,0,4
13.850969,46.203859,Armed Assault,,4
13.980025,48.189154,Armed Assault,8,8
15.325444,44.211895,Bombing/Explosion,0,4
15.941039,48.780092,Armed Assault,4,4
15.325444,44.211895,Armed Assault,1,4
15.940011,48.789753,Armed Assault,9,9
14.794989,44.294665,Hostage Taking (Kidnapping),0,4
15.325444,44.211895,Bombing/Explosion,68,68
13.586484,44.024105,Armed Assault,1,4
14.358866,45.449806,Assassination,1,4
15.1703,46.0274,Bombing/Explosion,0,4
16.930414,49.365315,Armed Assault,2,4
14.358866,45.449806,Assassination,1,4
15.325444,44.211895,Unknown,1,4
16.914939,49.366207,Armed Assault,4,4
14.358866,45.449806,Assassination,1,4
12.849085,45.037275,Bombing/Explosion,1,4
12.849085,45.037275,Bombing/Explosion,0,4
12.849085,45.037275,Bombing/Explosion,0,4
12.849085,45.037275,Assassination,1,4
14.762731,49.605729,Armed Assault,4,4
17.088291,49.403801,Assassination,1,4
14.413989,44.837419,Hostage Taking (Kidnapping),4,4
14.413989,44.837419,Bombing/Explosion,1,4
14.33094,44.887487,Armed Assault,8,8
15.11806,48.33139,Assassination,1,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
13.990227,48.18108,Armed Assault,4,4
12.849085,45.037275,Assassination,1,4
32.838048,13.182591,Armed Assault,0,4
15.325444,44.211895,Assassination,1,4
15.325444,44.211895,Bombing/Explosion,13,13
12.849085,45.037275,Armed Assault,0,4
16.930414,49.365315,Hostage Taking (Kidnapping),0,4
15.325444,44.211895,Bombing/Explosion,2,4
14.769764,49.374266,Armed Assault,1,4
13.647127,46.099982,Armed Assault,0,4
14.536231,46.834175,Assassination,1,4
14.325599,45.430784,Armed Assault,2,4
14.745667,46.55139,Bombing/Explosion,0,4
14.769764,49.374266,Bombing/Explosion,1,4
14.263454,47.575022,Armed Assault,3,4
14.751362,45.688132,Armed Assault,3,4
13.883333,45.866667,Unknown,4,4
13.990227,48.18108,Assassination,2,4
15.325444,44.211895,Assassination,1,4
14.762731,49.605729,Hostage Taking (Kidnapping),1,4
13.887403,45.863649,Bombing/Explosion,6,6
13.519842,46.714822,Armed Assault,0,4
16.627672,47.164875,Hijacking,0,4
13.752071,46.519192,Bombing/Explosion,0,4
13.990227,48.18108,Unknown,0,4
16.821774,49.425954,Bombing/Explosion,2,4
18.442702,1.411332,Bombing/Explosion,0,4
13.05966,44.88462,Bombing/Explosion,2,4
14.52073,49.15211,Armed Assault,4,4
14.881758,49.146743,Bombing/Explosion,21,21
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
12.86714,44.983957,Bombing/Explosion,0,4
13.519842,46.714822,Unknown,3,4
13.129727,45.385572,Armed Assault,2,4
14.536389,46.833056,Hostage Taking (Kidnapping),,4
14.000416,43.467974,Bombing/Explosion,4,4
12.849085,45.037275,Bombing/Explosion,11,11
15.338147,48.454428,Bombing/Explosion,8,8
18.442702,1.411332,Bombing/Explosion,0,4
18.442702,1.411332,Bombing/Explosion,0,4
14.362981,48.982171,Hostage Taking (Kidnapping),5,5
14.54397,49.124579,Facility/Infrastructure Attack,0,4
14.061389,45.490833,Armed Assault,1,4
16.05,49,Hostage Taking (Kidnapping),1,4
20.252065,0.981526,Bombing/Explosion,0,4
16.050223,49.000389,Armed Assault,1,4
15.325444,44.211895,Armed Assault,1,4
13.985013,45.558478,Armed Assault,1,4
15.940011,48.789753,Armed Assault,1,4
15.325444,44.211895,Bombing/Explosion,0,4
36.518291,4.239624,Armed Assault,11,11
15.448232,44.219215,Armed Assault,1,4
15.325444,44.211895,Armed Assault,2,4
15.325444,44.211895,Assassination,0,4
15.325444,44.211895,Assassination,2,4
15.177421,44.184207,Assassination,2,4
15.914915,48.650744,Armed Assault,2,4
15.325444,44.211895,Hostage Taking (Kidnapping),2,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
14.33,46.872778,Hostage Taking (Kidnapping),12,12
13.970996,46.456956,Bombing/Explosion,,4
14.324062,45.498185,Assassination,10,10
14.326655,47.447214,Unknown,8,8
12.86714,44.983957,Assassination,1,4
18.442702,1.411332,Armed Assault,1,4
14.54397,49.124579,Bombing/Explosion,1,4
14.665977,47.143753,Bombing/Explosion,,4
14.881843,46.749953,Unknown,0,4
14.881843,46.749953,Unknown,0,4
14.881843,46.749953,Unknown,0,4
13.985013,45.558478,Bombing/Explosion,0,4
15.325444,44.211895,Armed Assault,1,4
15.325444,44.211895,Armed Assault,1,4
15.325444,44.211895,Bombing/Explosion,0,4
13.148959,44.85055,Armed Assault,3,4
14.881843,46.749953,Unknown,0,4
15.325444,44.211895,Hostage Taking (Kidnapping),8,8
14.060864,46.915799,Assassination,,4
15.325444,44.211895,Bombing/Explosion,0,4
14.279772,47.575337,Bombing/Explosion,1,4
14.105556,45.448056,Bombing/Explosion,6,6
12.849085,45.037275,Bombing/Explosion,0,4
14.75463,46.516262,Hostage Taking (Kidnapping),,4
15.325444,44.211895,Armed Assault,4,4
14.533333,49.133333,Bombing/Explosion,12,12
14.75463,46.516262,Armed Assault,1,4
13.985013,45.558478,Armed Assault,3,4
14.326655,47.447214,Armed Assault,10,10
14.794084,46.517783,Armed Assault,8,8
15.25,46.95,Armed Assault,7,7
14.762731,49.605729,Armed Assault,2,4
14.413989,44.837419,Assassination,1,4
14.483333,46.416667,Armed Assault,4,4
14.708049,46.384954,Bombing/Explosion,4,4
16.033225,44.766555,Bombing/Explosion,4,4
14.483333,46.416667,Bombing/Explosion,5,5
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,3,4
15.940011,48.789753,Bombing/Explosion,4,4
14.54397,49.124579,Armed Assault,2,4
14.756594,45.731583,Bombing/Explosion,0,4
35.166361,8.833522,Armed Assault,4,4
14.533328,49.133252,Armed Assault,2,4
13.04967,44.883064,Assassination,1,4
14.800556,45.718889,Armed Assault,11,11
15.840202,48.454379,Armed Assault,2,4
13.969167,43.996667,Unknown,1,4
14.550006,44.401665,Hostage Taking (Kidnapping),,4
13.063399,44.880882,Bombing/Explosion,1,4
15.515888,45.449806,Bombing/Explosion,0,4
15.46591,45.293941,Bombing/Explosion,0,4
15.46591,45.293941,Bombing/Explosion,0,4
15.46591,45.293941,Bombing/Explosion,0,4
14.536183,46.833056,Bombing/Explosion,0,4
14.062312,46.918716,Bombing/Explosion,6,6
13.88331,45.866682,Assassination,0,4
12.86714,44.983957,Armed Assault,8,8
15.325444,44.211895,Assassination,1,4
14.227044,44.585492,Hijacking,,4
15.325444,44.211895,Assassination,1,4
14.762731,49.605729,Armed Assault,1,4
14.762731,49.605729,Armed Assault,1,4
36.856394,6.051944,Bombing/Explosion,1,4
14.533289,49.133343,Assassination,1,4
15.325444,44.211895,Assassination,1,4
15.964205,48.78252,Bombing/Explosion,3,4
15.964205,48.78252,Hostage Taking (Kidnapping),9,9
15.964205,48.78252,Bombing/Explosion,0,4
15.964205,48.78252,Armed Assault,9,9
15.840202,48.454379,Armed Assault,5,5
16.416545,-3.666615,Bombing/Explosion,1,4
14.358866,45.449806,Armed Assault,2,4
13.586484,44.024105,Assassination,1,4
16.934858,47.015416,Armed Assault,1,4
14.358866,45.449806,Armed Assault,2,4
15.940011,48.789753,Armed Assault,0,4
17.057837,47.090457,Armed Assault,6,6
17.489234,47.104438,Bombing/Explosion,3,4
16.139008,47.831483,Armed Assault,1,4
14.061524,46.914952,Armed Assault,6,6
14.062118,46.914975,Armed Assault,2,4
14.413989,44.837419,Armed Assault,1,4
13.933333,46.083333,Unknown,0,4
14.762731,49.605729,Assassination,1,4
16.051672,49.002955,Armed Assault,1,4
35.924803,6.695967,Bombing/Explosion,7,7
14.283402,48.433456,Armed Assault,1,4
15.840202,48.454379,Unknown,1,4
14.327778,44.906407,Armed Assault,2,4
14.223866,47.082782,Armed Assault,3,4
32.838048,13.182591,Hostage Taking (Kidnapping),,4
15.031944,45.828056,Bombing/Explosion,0,4
13.063399,44.880882,Assassination,1,4
16.050214,49.000045,Hostage Taking (Kidnapping),,4
14.012778,45.566111,Armed Assault,4,4
14.062118,46.914975,Bombing/Explosion,4,4
14.062118,46.914975,Bombing/Explosion,4,4
14.062118,46.914975,Bombing/Explosion,4,4
13.702912,44.742819,Assassination,0,4
13.882908,45.86904,Assassination,1,4
14.538259,46.828594,Armed Assault,4,4
13.063399,44.880882,Unknown,0,4
15.840202,48.454379,Armed Assault,6,6
15.914915,48.650744,Assassination,0,4
14.354522,47.075779,Armed Assault,5,5
14.413875,44.835632,Armed Assault,3,4
15.966742,48.783333,Armed Assault,20,20
15.966742,48.783333,Armed Assault,7,7
15.840202,48.454379,Armed Assault,7,7
15.839565,48.455301,Bombing/Explosion,0,4
15.839565,48.455301,Bombing/Explosion,0,4
15.966742,48.783333,Hostage Taking (Kidnapping),14,14
13.139245,44.920768,Bombing/Explosion,0,4
13.139245,44.920768,Armed Assault,0,4
13.139245,44.920768,Armed Assault,0,4
13.139245,44.920768,Armed Assault,0,4
13.063399,44.880882,Armed Assault,1,4
13.055403,44.862393,Bombing/Explosion,8,8
14.54397,49.124579,Facility/Infrastructure Attack,0,4
16.764902,49.255337,Unknown,1,4
13.55139,46.968449,Unknown,0,4
14.54397,49.124579,Bombing/Explosion,3,4
14.54397,49.124579,Bombing/Explosion,2,4
16.835608,-2.524205,Bombing/Explosion,3,4
32.838048,13.182591,Bombing/Explosion,,4
32.838048,13.182591,Bombing/Explosion,1,4
13.629832,46.050444,Armed Assault,3,4
14.244081,45.489462,Armed Assault,2,4
15.9486,48.750902,Bombing/Explosion,3,4
12.86714,44.983957,Assassination,1,4
14.550455,44.397706,Assassination,0,4
14.550455,44.397706,Assassination,1,4
14.54397,49.124579,Bombing/Explosion,0,4
13.139245,44.920768,Armed Assault,1,4
15.914915,48.650744,Unknown,3,4
15.840202,48.454379,Bombing/Explosion,15,15
14.739842,46.517463,Bombing/Explosion,4,4
14.326655,47.447214,Bombing/Explosion,6,6
14.326655,47.447214,Armed Assault,2,4
19.464848,0.856393,Bombing/Explosion,0,4
19.464848,0.856393,Bombing/Explosion,0,4
15.840202,48.454379,Hostage Taking (Kidnapping),3,4
13.985013,45.558478,Armed Assault,2,4
15.840202,48.454379,Bombing/Explosion,9,9
13.063399,44.880882,Assassination,0,4
13.063399,44.880882,Assassination,1,4
13.063399,44.880882,Assassination,1,4
14.54397,49.124579,Armed Assault,1,4
14.781294,42.972851,Assassination,1,4
19.80387,1.141119,Bombing/Explosion,2,4
15.78285,-4.700215,Hostage Taking (Kidnapping),1,4
24.891116,67.143312,Armed Assault,1,4
14.080272,44.685976,Assassination,1,4
14.087952,44.672423,Assassination,5,5
16.950972,43.748249,Unknown,4,4
14.264205,47.584663,Unknown,2,4
15.325444,44.211895,Bombing/Explosion,0,4
15.8275,44.793889,Bombing/Explosion,16,16
15.325444,44.211895,Bombing/Explosion,0,4
14.299835,45.219672,Hostage Taking (Kidnapping),0,4
13.634341,46.056321,Unknown,0,4
15.617298,46.011052,Unknown,0,4
13.985013,45.558478,Bombing/Explosion,10,10
13.985013,45.558478,Armed Assault,6,6
13.985013,45.558478,Armed Assault,6,6
13.985013,45.558478,Unknown,6,6
13.985013,45.558478,Unknown,5,5
16.133333,47.233333,Bombing/Explosion,13,13
14.54397,49.124579,Bombing/Explosion,21,21
15.325444,44.211895,Bombing/Explosion,46,46
15.914915,48.650744,Bombing/Explosion,2,4
14.762731,49.605729,Armed Assault,1,4
15.325444,44.211895,Assassination,1,4
14.358866,45.449806,Bombing/Explosion,0,4
14.358866,45.449806,Bombing/Explosion,0,4
14.358866,45.449806,Bombing/Explosion,0,4
14.358866,45.449806,Bombing/Explosion,0,4
13.966953,44.002257,Bombing/Explosion,0,4
13.966953,44.002257,Armed Assault,2,4
13.966953,44.002257,Facility/Infrastructure Attack,2,4
13.966953,44.002257,Facility/Infrastructure Attack,1,4
13.521941,46.711571,Bombing/Explosion,3,4
13.063399,44.880882,Assassination,4,4
14.413989,44.837419,Hostage Taking (Kidnapping),11,11
16.930413,49.365316,Unknown,0,4
13.966953,44.002257,Unknown,1,4
13.966953,44.002257,Armed Assault,0,4
13.949126,43.991414,Armed Assault,2,4
14.75463,46.516262,Bombing/Explosion,3,4
14.722234,47.042761,Unknown,0,4
15.156833,45.925386,Unknown,0,4
13.133196,44.839911,Armed Assault,1,4
14.062118,46.914975,Armed Assault,1,4
14.030833,43.627778,Hostage Taking (Kidnapping),16,16
15.325444,44.211895,Bombing/Explosion,0,4
14.383333,43.666667,Unknown,0,4
15.840556,48.455556,Bombing/Explosion,3,4
13.148959,44.850549,Hostage Taking (Kidnapping),0,4
14.326655,47.447214,Armed Assault,5,5
15.931111,48.748056,Bombing/Explosion,3,4
14.061619,46.914966,Bombing/Explosion,4,4
14.061619,46.914966,Bombing/Explosion,0,4
14.088611,45.425833,Hostage Taking (Kidnapping),0,4
15.325444,44.211895,Assassination,4,4
13.586484,44.024105,Armed Assault,1,4
15.504667,45.460956,Unknown,2,4
13.063399,44.880882,Armed Assault,1,4
14.762731,49.605729,Armed Assault,2,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.940011,48.789753,Bombing/Explosion,7,7
13.05,44.883333,Bombing/Explosion,0,4
15.85,46.083333,Unknown,,4
15.504667,45.460956,Assassination,3,4
14.413989,44.837419,Bombing/Explosion,11,11
14.413989,44.837419,Bombing/Explosion,16,16
15.940011,48.789753,Bombing/Explosion,3,4
14.781294,42.972851,Bombing/Explosion,5,5
14.781294,42.972851,Bombing/Explosion,4,4
15.940011,48.789753,Bombing/Explosion,3,4
13.96452,44.174958,Assassination,1,4
13.966667,44.166667,Assassination,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.325444,44.211895,Bombing/Explosion,1,4
15.325444,44.211895,Bombing/Explosion,0,4
15.840202,48.454379,Bombing/Explosion,2,4
12.849085,45.037275,Assassination,1,4
13.985013,45.558478,Assassination,1,4
15.840202,48.454379,Assassination,0,4
15.452762,45.31698,Bombing/Explosion,2,4
13.967151,44.165426,Bombing/Explosion,50,50
14.762731,49.605729,Armed Assault,1,4
14.762731,49.605729,Armed Assault,0,4
15.914915,48.650744,Bombing/Explosion,4,4
13.129727,45.385572,Assassination,0,4
13.063399,44.880882,Armed Assault,0,4
14.33,46.872778,Armed Assault,1,4
15.921257,48.636382,Bombing/Explosion,0,4
15.944438,48.788861,Armed Assault,1,4
14.550455,44.397706,Bombing/Explosion,4,4
14.536129,46.833235,Assassination,1,4
14.769764,49.374266,Armed Assault,0,4
15.279024,-5.551389,Armed Assault,11,11
15.325444,44.211895,Assassination,0,4
14.0475,45.381111,Assassination,5,5
48.856642,2.34233,Hostage Taking (Barricade Incident),12,12
15.325444,44.211895,Bombing/Explosion,38,38
14.54397,49.124579,Bombing/Explosion,0,4
24.891116,67.143312,Bombing/Explosion,0,4
15.325444,44.211895,Assassination,2,4
15.940011,48.789753,Bombing/Explosion,0,4
13.978889,44.1525,Assassination,1,4
14.794989,44.294665,Assassination,1,4
13.762068,44.140318,Bombing/Explosion,,4
15.841379,48.45814,Assassination,5,5
14.061641,46.914921,Armed Assault,3,4
13.3576,45.696479,Unknown,1,4
14.54397,49.124579,Bombing/Explosion,1,4
14.413989,44.837419,Assassination,7,7
13.063399,44.880882,Bombing/Explosion,0,4
13.063399,44.880882,Armed Assault,1,4
15.450333,45.019821,Facility/Infrastructure Attack,0,4
13.634342,46.056321,Armed Assault,0,4
13.985013,45.558478,Unknown,2,4
13.985013,45.558478,Unknown,0,4
13.985013,45.558478,Assassination,0,4
13.985013,45.558478,Unknown,5,5
15.840202,48.454379,Bombing/Explosion,0,4
13.966641,44.166748,Assassination,1,4
14.326655,47.447214,Unknown,2,4
14.299835,45.219672,Bombing/Explosion,6,6
16.909167,43.262222,Assassination,0,4
15.325444,44.211895,Bombing/Explosion,0,4
15.914915,48.650744,Bombing/Explosion,0,4
14.797532,45.719031,Hostage Taking (Barricade Incident),8,8
15.940011,48.789753,Bombing/Explosion,0,4
13.063399,44.880882,Assassination,1,4
15.914915,48.650744,Bombing/Explosion,0,4
15.940011,48.789753,Bombing/Explosion,0,4
16.133333,47.233333,Armed Assault,0,4
13.063399,44.880882,Armed Assault,2,4
15.940011,48.789753,Bombing/Explosion,0,4
14.54397,49.124579,Assassination,2,4
12.849085,45.037275,Assassination,1,4
15.916585,48.73332,Assassination,0,4
13.985013,45.558478,Bombing/Explosion,0,4
13.063399,44.880882,Assassination,1,4
12.849085,45.037275,Armed Assault,1,4
13.063399,44.880882,Armed Assault,4,4
13.063399,44.880882,Unknown,0,4
15.840202,48.454379,Bombing/Explosion,3,4
13.978683,45.429204,Bombing/Explosion,8,8
13.978683,45.429204,Bombing/Explosion,9,9
14.54397,49.124579,Bombing/Explosion,0,4
18.442702,1.411332,Bombing/Explosion,3,4
15.45639,45.324871,Armed Assault,9,9
13.985013,45.558478,Bombing/Explosion,2,4
14.062118,46.914975,Armed Assault,4,4
14.062118,46.914975,Unknown,0,4
15.959517,48.331755,Armed Assault,1,4
12.849085,45.037275,Assassination,1,4
12.849085,45.037275,Bombing/Explosion,0,4
13.985013,45.558478,Assassination,1,4
13.883654,45.866632,Bombing/Explosion,0,4
13.970702,44.169548,Bombing/Explosion,0,4
15.325444,44.211895,Assassination,1,4
14.413989,44.837419,Assassination,1,4
14.413989,44.837419,Unknown,,4
15.99449,48.847664,Unknown,1,4
12.849085,45.037275,Unknown,0,4
12.849085,45.037275,Unknown,0,4
14.54397,49.124579,Armed Assault,7,7
14.54397,49.124579,Unknown,5,5
14.54397,49.124579,Unknown,0,4
14.54397,49.124579,Unknown,0,4
14.54397,49.124579,Unknown,0,4
14.54397,49.124579,Facility/Infrastructure Attack,0,4
15.840202,48.454379,Bombing/Explosion,0,4
14.54397,49.124579,Armed Assault,1,4
16.88653,48.019128,Unknown,2,4
14.54397,49.124579,Unknown,0,4
13.962564,45.467466,Bombing/Explosion,15,15
13.887403,45.863649,Armed Assault,8,8
14.121175,44.421129,Unknown,0,4
14.474748,49.034291,Hostage Taking (Kidnapping),,4
13.063399,44.880882,Bombing/Explosion,15,15
15.305307,43.01949,Armed Assault,1,4
13.634341,46.056321,Bombing/Explosion,1,4
12.849085,45.037275,Bombing/Explosion,20,20
14.54397,49.124579,Hostage Taking (Kidnapping),,4
15.325444,44.211895,Armed Assault,1,4
14.54397,49.124579,Hostage Taking (Barricade Incident),0,4
14.801955,42.951214,Armed Assault,1,4
35.628774,5.909275,Armed Assault,4,4
24.897778,91.871389,Assassination,1,4
14.54397,49.124579,Hostage Taking (Kidnapping),,4
16.835608,-2.524205,Bombing/Explosion,0,4
18.865124,-2.955818,Bombing/Explosion,0,4
13.3576,45.696479,Bombing/Explosion,12,12
13.3576,45.696479,Bombing/Explosion,8,8
16.277076,-0.04655,Bombing/Explosion,0,4
35.561022,6.173912,Assassination,1,4
13.3576,45.696479,Bombing/Explosion,15,15
14.515319,44.852594,Bombing/Explosion,25,25
14.54397,49.124579,Hostage Taking (Kidnapping),2,4
15.503955,45.409098,Armed Assault,0,4
13.148959,44.85055,Bombing/Explosion,,4
16.934858,47.015416,Unknown,0,4
13.586484,44.024105,Unknown,0,4
16.417521,-3.665071,Armed Assault,6,6
36.381655,3.893216,Armed Assault,0,4
36.072919,1.988153,Bombing/Explosion,10,10
35.504722,6.077778,Unknown,0,4
